OBJECTID,Join_Count,TARGET_FID,url,building,PerSqFeet,lat,lon,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND,Shape_Leng
79,1,79,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%B6%E4%BB%81%E6%A8%93_2-DCUFFRSXRO,寶仁樓,6183,22.44829,114.16614,PO YAN BUILDING,寶仁樓,0,808,554.9,1362.9,6,55,14270,0.8,0,1,1,0,0,835165,834321,大埔區,Tai Po,**,45.99279026
80,1,80,https://hk.centanet.com/findproperty/centadata-details/%E9%B4%BB%E7%A6%8F%E8%8B%91_2-OJVQURFXRQ,鴻福苑,6190,22.25094,114.15035,HUNG CHAK HOUSE,鴻澤閣,0,20873.8,84.7,20958.5,36,27,23360,2.5,1,0,0,0,0,833534,812463,南區,Southern,*,179.3721669
81,1,81,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E5%AF%A7%E8%8A%B1%E5%9C%92_2-XITNZHZXHD,富寧花園,6216,22.3199,114.26754,FU NING GARDEN BLOCK 1,富寧花園第1座,2400,136883,1941.6,138824.6,35,34,27650,0.8,1,0,0,0,1,845618,820103,西貢區,Sai Kung,*,230.7582528
82,1,82,https://hk.centanet.com/findproperty/centadata-details/%E6%B0%B8%E8%81%AF%E5%A4%A7%E5%BB%88_2-UDVVQRCYRD,永聯大廈,6261,22.33195,114.16148,WING LUEN MANSION,永聯大廈,0,4395.7,418.3,4814,13,60,16410,0.05,1,2,0,1,0,834685,821437,深水埗區,Sham Shui Po,***,96.92506443
83,1,83,https://hk.centanet.com/findproperty/centadata-details/%E9%BA%97%E6%98%9F%E5%A4%A7%E5%BB%88_2-UUCFURSRRV,麗星大廈,6263,22.312,114.17059,LAI SHING BUILDING,麗星大廈,0,6126.7,941.3,7068,19,61,15000,0.05,1,1,1,0,0,835623,819226,油尖旺區,Yau Tsim Mong,**,78.30522685
84,1,84,https://hk.centanet.com/findproperty/centadata-details/%E6%B1%9D%E5%B7%9E%E8%A1%97249%E8%99%9F_2-EGWSBPWHPG,汝州街249號,6282,22.3297,114.16149,NO SPECIFIC NAME,沒有名稱,0,1042.3,150.8,1193.1,9,56,16000,0.05,0,0,1,1,0,0,0,深水埗區,Sham Shui Po, ,45.85918795
85,1,85,https://hk.centanet.com/findproperty/centadata-details/%E5%AE%8F%E7%A6%8F%E8%8B%91_2-XLTDTHXAHT,宏福苑,6313,22.44723,114.17494,WANG YAN HOUSE,宏仁閣,248,12698,69,12767,32,41,25000,0.8,1,0,0,0,1,836069,834204,大埔區,Tai Po,*,129.0347028
86,2,86,https://hk.centanet.com/findproperty/centadata-details/%E9%B3%B3%E8%8F%AF%E6%A8%93_2-EYGBGPYAPS,鳳華樓,6345,22.34564,114.19831,FUNG WAH HOUSE,鳳華樓,0,2029.9,360.7,2390.6,9,55,22330,0.7,0,0,1,1,0,838478,822951,黃大仙區,Wong Tai Sin,*,84.0265701
87,1,87,https://hk.centanet.com/findproperty/centadata-details/%E9%9D%92%E5%B1%B1%E9%81%93318%E8%99%9F_2-UDVOFRUHRS,青山道318號,6357,22.33847,114.1566,NO SPECIFIC NAME,沒有名稱,0,289.4,150.6,440,6,52,19000,0.4,0,0,1,0,0,834174,822150,深水埗區,Sham Shui Po,*,52.06295347
88,1,88,https://hk.centanet.com/findproperty/centadata-details/%E5%85%83%E5%B7%9E%E8%A1%9762%E8%99%9F_2-UDVFQRFHRD,元州街62號,6379,22.33283,114.16288,NO SPECIFIC NAME,沒有名稱,0,1590,510,2100,10,60,17550,0.2,0,1,0,1,0,834826,821530,深水埗區,Sham Shui Po,**,53.19187396
89,1,89,https://hk.centanet.com/findproperty/centadata-details/%E9%A0%86%E6%AC%A3%E8%8A%B1%E5%9C%92_2-VJORURFHRQ,順欣花園,6408,22.50173,114.13226,SUNNINGDALE GARDEN - PODIUM,順欣花園 - 平台,830,51180.8,958,52138.8,3,32,25000,0.6,1,0,0,1,0,831632,840244,北區,North,*,604.9409229
90,1,90,https://hk.centanet.com/findproperty/centadata-details/%E9%9D%92%E5%B1%B1%E9%81%93323%E8%99%9F_2-UDCDUROXRS,青山道323號,6410,22.33804,114.15656,NO SPECIFIC NAME,沒有名稱,0,1710,365.7,2075.7,9,65,19000,0.3,0,1,1,0,0,834172,822102,深水埗區,Sham Shui Po,**,52.50837932
91,2,91,https://hk.centanet.com/findproperty/centadata-details/%E5%BA%B7%E5%9F%8E%E5%A4%A7%E6%A8%93_2-VCRRURQXRO,康城大樓,6431,22.44328,114.02484,HONG SHING BUILDING,康城大樓,0,13975.9,3314.3,17290.2,25,51,16500,0.1,1,0,1,0,0,820619,833771,元朗區,Yuen Long,*,105.4124897
92,1,92,https://hk.centanet.com/findproperty/centadata-details/%E9%86%AB%E5%B1%80%E8%A1%97169B%E8%99%9F_2-EGGABPYYPG,醫局街169B號,6439,22.32787,114.16014,NO SPECIFIC NAME,沒有名稱,0,531.6,92,623.6,7,67,16270,0.3,0,2,1,0,0,834543,820982,深水埗區,Sham Shui Po,***,26.82092162
93,1,93,https://hk.centanet.com/findproperty/centadata-details/%E6%96%B0%E7%A5%A5%E8%A1%9715%E8%99%9F_2-NILTIHDYHT,新祥街15號,6443,22.50386,114.12955,NO SPECIFIC NAME,沒有名稱,39,1888.8,1690.8,3579.6,3,59,19120,0.3,0,0,1,0,0,831397,840472,北區,North,*,49.77123629
94,2,94,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%B6%E9%BA%97%E8%8B%91_2-MXLHTHXVHZ,寶麗苑,6449,22.33813,114.15814,PO HONG HOUSE,寶康閣,0,22546.2,21360,43906.2,12,37,23020,0.3,1,0,0,0,0,834339,822118,深水埗區,Sham Shui Po,*,252.8924626
95,1,95,https://hk.centanet.com/findproperty/centadata-details/%E6%B3%B0%E8%88%88%E5%A4%A7%E5%BB%88_2-EWBWBPKYPK,泰興大廈,6452,22.39666,113.97491,TAI HING BUILDING,泰興大樓,12,396.3,493.3,889.6,6,45,18080,0.1,0,0,0,1,0,815469,828614,屯門區,Tuen Mun,*,55.0214504
96,1,96,https://hk.centanet.com/findproperty/centadata-details/%E5%B1%B1%E9%BA%97%E8%8B%91_2-GAPPWPPYPK,山麗苑,6458,22.50331,114.16047,HANG SHAN HOUSE,杏山閣,3222,113200,1315.4,114515.4,37,3,18500,3.5,0,0,0,0,0,834570,840402,北區,North,*,279.2064753
97,1,97,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E5%A3%A9%E8%A1%9720A%E8%99%9F_2-QUJRFRQSRS,海壩街20A號,6491,22.37372,114.11198,TAK YAN BUILDING STAGE 12,德仁樓第十二期,0,255.8,118.2,374,6,52,17550,0.7,0,1,1,0,0,829586,826066,荃灣區,Tsuen Wan,**,44.11879003
98,1,98,https://hk.centanet.com/findproperty/centadata-details/%E5%A8%81%E4%BF%A1%E6%A8%93_2-MSMXZHXSHZ,威信樓,6494,22.3358,114.19638,WEI SHUN MANSION,威信樓,0,1613.9,1159,2772.9,6,60,14540,0.7,0,0,0,1,0,838277,821863,黃大仙區,Wong Tai Sin,*,82.66710875
99,1,99,https://hk.centanet.com/findproperty/centadata-details/%E6%B0%B8%E8%80%80%E8%A1%975%E8%99%9F_2-EKPWGPWRPS,永耀街5號,6494,22.31931,114.18789,NO SPECIFIC NAME,沒有名稱,0,1282,161,1443,10,66,20000,0.2,0,0,0,0,0,837403,820034,九龍城區,Kowloon City,*,26.802596
100,1,100,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E5%92%8C%E5%A4%A7%E5%BB%88_2-EKDBPPKJPE,金和大廈,6498,22.31704,114.18859,KAM WOO MANSION,金和大廈,0,4007.7,1257.8,5265.5,13,59,15750,0.05,1,1,0,1,0,837469,819782,九龍城區,Kowloon City,**,96.93872026
101,1,101,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%A9%E5%AF%8C%E8%8B%91_2-NTHHIHZEHH,天富苑,6502,22.46307,113.9978,YUEN FU HOUSE,元富閣,0,32213.3,0,32213.3,41,24,22000,0.1,1,0,0,0,1,817837,835964,元朗區,Yuen Long,*,190.4202502
102,1,102,https://hk.centanet.com/findproperty/centadata-details/%E6%A8%82%E5%AF%B6%E5%A4%A7%E6%A8%93_2-OODJFRQXRU,樂寶大樓,6511,22.28493,114.13604,LOK PO HOUSE,樂寶大樓,0,808.3,120.3,928.6,6,66,24230,0.05,0,0,0,1,0,832060,816229,中西區,Central and Western,*,50.15631025
103,2,103,https://hk.centanet.com/findproperty/centadata-details/%E7%A6%8F%E8%88%88%E6%A8%93_2-EYADPPSRPB,福興樓,6512,22.31756,114.22495,FOOK HING COURT,福興樓,0,1862.2,866.3,2728.5,6,58,15370,1,0,1,0,0,0,841222,819841,觀塘區,Kwun Tong,**,48.05581787
104,1,104,https://hk.centanet.com/findproperty/centadata-details/%E8%97%9D%E8%88%88%E5%A4%A7%E5%BB%88_2-UUVSQRCXRJ,藝興大廈,6558,22.31777,114.17308,NGAI HING MANSION,藝興大廈,0,17074.9,1403.3,18478.2,17,60,26000,0.5,1,2,0,1,0,835877,819861,油尖旺區,Yau Tsim Mong,***,186.6935076
105,1,105,https://hk.centanet.com/findproperty/centadata-details/%E5%88%A9%E6%B0%91%E5%A4%A7%E5%BB%88_2-EEDEPPWXPE,利民大廈,6559,22.32008,114.17059,LEE MAN BUILDING,利民大廈,0,4325,427.6,4752.6,12,62,14850,0.05,0,2,1,1,0,835617,820119,油尖旺區,Yau Tsim Mong,***,51.23834804
106,1,106,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E5%AF%B6%E5%A4%A7%E5%BB%88_2-VCJRQRQXRO,金寶大廈,6564,22.2814,114.22274,GOLDEN MANSION - PODIUM,金寶大廈 - 平台,84,3502.8,939.4,4442.2,1,46,22000,0.05,1,0,0,1,0,840996,815839,東區,Eastern,*,91.34719086
107,1,107,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E8%B2%B4%E5%A4%A7%E5%BB%88_2-UUSOQRUSRO,富貴大廈,6572,22.31931,114.16166,PEONY HOUSE EAST BLOCK,富貴大廈東座,0,7710,415.9,8125.9,14,65,24000,0.05,1,2,0,1,0,834701,820041,油尖旺區,Yau Tsim Mong,***,109.1647346
108,1,108,https://hk.centanet.com/findproperty/centadata-details/%E5%90%B3%E6%9D%BE%E8%A1%97105%E8%99%9F_2-EEEKBPWAPB,吳松街105號,6572,22.30595,114.17016,NO SPECIFIC NAME,沒有名稱,0,290,81,371,7,62,16640,0.1,0,1,1,1,0,835576,818554,油尖旺區,Yau Tsim Mong,**,31.21733029
109,1,109,https://hk.centanet.com/findproperty/centadata-details/%E9%8C%A6%E9%BE%8D%E8%8B%91_2-XSDTIHXXHN,錦龍苑,6595,22.42603,114.24066,LUNG YUET HOUSE,龍悅閣,350,21308,234,21542,36,31,23000,0.8,1,0,0,1,1,842835,831854,沙田區,Sha Tin,*,191.8934416
110,1,110,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E6%80%A1%E8%8A%B1%E5%9C%92_2-ODVFQRVSRV,富怡花園,6610,22.44649,113.99341,FU YEE GARDEN,富怡花園,0,192,0,192,3,0,25000,1.5,0,0,0,0,0,817383,834129,元朗區,Yuen Long,*,20.43784609
111,2,111,https://hk.centanet.com/findproperty/centadata-details/%E9%A0%86%E8%88%88%E5%A4%A7%E6%A8%93_2-NLXXZHMEHT,順興大樓,6644,22.44167,114.03028,SHUN HING BUILDING,順興大樓,25,761.5,507.7,1269.2,7,44,25710,0.4,0,0,0,0,0,821177,833592,元朗區,Yuen Long,*,77.89198514
112,1,112,https://hk.centanet.com/findproperty/centadata-details/%E8%8B%B1%E6%98%8E%E8%8B%91_2-DJORURSARQ,英明苑,6652,22.32527,114.25717,MING YUEN HOUSE,明遠閣,0,44914,660.5,45574.5,35,35,22000,0.3,1,0,0,1,1,844543,820692,西貢區,Sai Kung,*,182.0129014
113,1,113,https://hk.centanet.com/findproperty/centadata-details/%E7%A5%A5%E8%88%88%E5%A4%A7%E5%BB%88_2-UUCFQRSXRR,祥興大廈,6654,22.27819,114.17663,CHONG HING BUILDING,祥興大廈,0,2780,354.7,3134.7,15,54,27950,0.4,1,0,0,1,0,836246,815482,灣仔區,Wan Chai,*,60.91760611
114,1,114,https://hk.centanet.com/findproperty/centadata-details/%E5%9D%A4%E6%88%90%E6%A8%93_2-AEKKGPYJPK,坤成樓,6667,22.36987,114.12025,KWAN SHING BUILDING,坤成樓,0,3788.4,866.5,4654.9,6,52,15000,0.4,0,0,0,0,0,0,0,荃灣區,Tsuen Wan, ,35.53317262
115,1,115,https://hk.centanet.com/findproperty/centadata-details/%E9%BE%8D%E9%A3%9B%E5%A4%A7%E5%BB%88_2-MMIDTHSYHI,龍飛大廈,6673,22.31929,114.17043,LUNG FAI HOUSE,龍飛大樓,0,2099.2,397.6,2496.8,12,60,16500,0.05,1,0,1,1,0,835602,820038,油尖旺區,Yau Tsim Mong,*,55.73473274
116,1,116,https://hk.centanet.com/findproperty/centadata-details/%E5%BA%B7%E7%9B%9B%E8%8A%B1%E5%9C%92_2-GDYWPPBHPB,康盛花園,6689,22.31971,114.25279,HONG SING GARDEN COMMERCIAL CENTRE,康盛花園商場,1850,104483,4468.1,108951.1,3,36,33800,2,0,0,0,0,1,0,0,西貢區,Sai Kung, ,309.098133
117,1,117,https://hk.centanet.com/findproperty/centadata-details/%E7%A6%8F%E8%8F%AF%E8%A1%97582%E8%99%9F_2-EGGYGPKAPS,福華街582號,6699,22.33944,114.15234,NO SPECIFIC NAME,沒有名稱,0,24281,2763,27044,9,66,17100,0.4,0,0,1,0,0,0,0,深水埗區,Sham Shui Po, ,31.48808154
118,1,118,https://hk.centanet.com/findproperty/centadata-details/%E9%8C%A6%E5%B1%8F%E6%A8%93_2-OVRVURSARQ,錦屏樓,6705,22.28942,114.2005,KAM PING MANSION BLOCK B,錦屏樓B座,0,24710.3,2393.6,27103.9,15,59,13810,0.1,1,0,0,1,0,0,0,東區,Eastern, ,85.69047568
119,1,119,https://hk.centanet.com/findproperty/centadata-details/%E8%89%AF%E6%9D%90%E5%A4%A7%E6%A8%93_2-VCFJURVERO,良材大樓,6711,22.44718,114.02249,LEUNG CHOY BUILDING - PODIUM,良材大樓 - 平台,0,3229.2,1485.8,4715,1,47,18000,0.2,0,0,0,0,0,820351,834198,元朗區,Yuen Long,*,164.6395182
120,1,120,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%A9%E7%9B%9B%E8%8B%91_2-BSPPBPSEPP,天盛苑,6731,22.44901,114.00275,TIN SHING SHOPPING CENTRE,天盛商場,0,0,8523.7,8523.7,8,25,28500,0.2,1,0,0,0,1,0,0,元朗區,Yuen Long, ,513.7084758
121,2,121,https://hk.centanet.com/findproperty/centadata-details/%E7%BF%A0%E7%AB%B9%E8%8A%B1%E5%9C%92_2-UFFSQRRHRU,翠竹花園,6734,22.34563,114.18927,TSUI CHUK PLAZA,翠竹商場,0,0,4215.3,4215.3,6,35,28000,1.5,1,0,0,1,1,0,0,黃大仙區,Wong Tai Sin, ,145.5602132
122,2,122,https://hk.centanet.com/findproperty/centadata-details/%E6%9B%89%E7%BF%A0%E8%8B%91_2-TXMTTHDXHN,曉翠苑,6744,22.26297,114.24751,Hiu Tsui Court Carpark,曉翠苑停車場,0,0,4488,4488,5,35,24000,2,0,0,0,1,1,0,0,東區,Eastern, ,130.880371
123,1,123,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%A9%E6%98%8E%E8%8B%91_2-XIIHZHZXHD,浩明苑,6772,22.32168,114.2595,HO MING COURT,浩明苑,0,55219.4,1624.1,56843.5,35,34,19580,0.2,1,0,0,0,1,844789,820303,西貢區,Sai Kung,*,242.2694382
124,1,124,https://hk.centanet.com/findproperty/centadata-details/%E6%82%85%E6%B9%96%E5%B1%B1%E8%8E%8A_2-NXZLIHSYHT,悅湖山莊,6782,22.37418,113.96941,YUET WU VILLA CARPARK,悅湖山莊停車場,0,0,12238.4,12238.4,5,31,31650,0.3,1,0,0,0,1,0,0,屯門區,Tuen Mun, ,218.2707875
125,1,125,https://hk.centanet.com/findproperty/centadata-details/%E5%8D%97%E6%B3%B0%E5%A4%A7%E6%A8%93_2-UCJOFRVRRS,南泰大樓,6800,22.31551,114.22534,NAM TAI MANSION,南泰大樓,0,2212,632.9,2844.9,8,60,15300,0.5,0,1,0,1,0,841266,819616,觀塘區,Kwun Tong,**,113.4074875
126,1,126,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%B6%E9%9B%85%E8%8B%91_2-GWPPPPDRPB,寶雅苑,6802,22.45063,114.15927,ASSEMBLY OF GOD HEBRON SECONDARY SCHOOL,神召會康樂中學,0,0,13000,13000,8,33,29550,2,1,0,0,0,0,0,0,大埔區,Tai Po, ,252.2967514
127,1,127,https://hk.centanet.com/findproperty/centadata-details/%E6%B0%B8%E8%80%80%E8%A1%9710%E8%99%9F_2-USFSFRCVRO,永耀街10號,6812,22.31911,114.18803,NO SPECIFIC NAME,沒有名稱,0,1425.7,172,1597.7,10,66,20000,0.2,0,0,0,0,0,837417,820011,九龍城區,Kowloon City,*,26.97448718
128,1,128,https://hk.centanet.com/findproperty/centadata-details/%E4%B8%AD%E5%8E%9F%E6%A8%93_2-EEPYGPKXPS,中原樓,6820,22.32285,114.16083,CHUNG YUEN BUILDING,中原樓,0,14673.4,1071,15744.4,15,58,17630,0.6,1,1,0,1,0,834616,820425,油尖旺區,Yau Tsim Mong,**,269.0524937
129,1,129,https://hk.centanet.com/findproperty/centadata-details/%E7%A6%8F%E6%A6%AE%E8%A1%9721-23%E8%99%9F_2-UDRFFRUARJ,福榮街21-23號,6834,22.32916,114.16606,NO SPECIFIC NAME,沒有名稱,0,1713.8,197.4,1911.2,9,62,17000,0.4,0,1,0,0,0,835159,821129,深水埗區,Sham Shui Po,**,67.25470829
130,1,130,https://hk.centanet.com/findproperty/centadata-details/%E5%85%86%E9%82%A6%E8%8B%91_2-NXMNZHDYHM,兆邦苑,6835,22.40707,113.96656,SIU PONG COURT,兆邦苑,612,42668,871.9,43539.9,35,33,25000,0.05,1,0,0,1,0,814615,829782,屯門區,Tuen Mun,*,183.2466718
131,1,131,https://hk.centanet.com/findproperty/centadata-details/%E8%88%88%E7%A6%8F%E6%A8%93_2-UFRRURVYRO,興福樓,6881,22.36636,114.13206,KWAI HING ESTATE - HING FUK HOUSE,葵興邨 興福樓,407,18125,449.2,18574.2,27,32,22320,0.4,1,0,0,1,1,831655,825240,葵青區,Kwai Tsing,*,189.2335613
132,1,132,https://hk.centanet.com/findproperty/centadata-details/%E5%85%83%E6%9C%97%E5%A4%A7%E5%BB%88_2-VCSOQRRRRO,元朗大廈,6890,22.44428,114.02619,YUEN LONG MANSION,元朗大廈,0,5048.7,1115.3,6164,16,58,13050,0.05,1,0,0,0,0,0,0,元朗區,Yuen Long, ,54.27092342
133,1,133,https://hk.centanet.com/findproperty/centadata-details/%E8%81%AF%E5%AE%89%E8%A1%9737%E8%99%9F_2-UCVJQRQARS,聯安街37號,6897,22.31594,114.22119,NO SPECIFIC NAME,沒有名稱,0,396.1,115.9,512,6,52,15900,0.3,0,0,0,1,0,840834,819661,觀塘區,Kwun Tong,*,49.17406497
134,1,134,https://hk.centanet.com/findproperty/centadata-details/%E6%9D%B1%E9%A7%BF%E8%8B%91_2-ODUFFRCARO,東駿苑,6899,22.27733,114.22226,KAM CHUN HOUSE,金駿閣,0,76000,352.5,76352.5,39,30,19900,0.8,1,0,0,0,1,840946,815388,東區,Eastern,*,244.3629246
135,1,135,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%A7%E5%8D%97%E8%A1%9736%E8%99%9F_2-UUDSFRFARO,大南街36號,6908,22.32451,114.16698,NO SPECIFIC NAME,沒有名稱,0,215.5,155.9,371.4,6,51,15500,0.05,0,1,0,1,0,835247,820607,油尖旺區,Yau Tsim Mong,**,37.97655938
136,1,136,https://hk.centanet.com/findproperty/centadata-details/%E5%BB%9F%E8%A1%97207%E8%99%9F_2-MMSIIHIAHN,廟街207號,6914,22.30603,114.16972,NO SPECIFIC NAME,沒有名稱,0,763,108,871,8,60,16640,0.2,0,1,1,1,0,835532,818561,油尖旺區,Yau Tsim Mong,**,44.22368429
137,1,137,https://hk.centanet.com/findproperty/centadata-details/%E7%BE%8E%E6%A8%82%E8%8A%B1%E5%9C%92_2-BGPEBPAEPS,美樂花園,6921,22.37528,113.96073,MELODY GARDEN MARKET,美樂花園街市,2240,156538,165.6,156703.6,1,41,32000,0.05,0,0,0,0,1,0,0,屯門區,Tuen Mun, ,177.0067858
138,1,138,https://hk.centanet.com/findproperty/centadata-details/%E5%85%86%E9%9A%86%E8%8B%91_2-NXTNZHDXHM,兆隆苑,6924,22.408,113.96441,SIU LUNG COURT,兆隆苑,612,41498.4,466.6,41965,35,33,20000,0.1,1,0,0,1,0,814407,829854,屯門區,Tuen Mun,*,182.542648
139,2,139,https://hk.centanet.com/findproperty/centadata-details/%E5%AE%89%E5%9F%BA%E8%8B%91_2-EWYPPPPVPK,安基苑,6957,22.32252,114.21745,ON KAY COURT ON KAY COURT COMMERCIAL CENTRE,安基苑安基苑商塲,0,0,8238.9,8238.9,3,42,29000,0.7,0,0,0,0,0,0,0,觀塘區,Kwun Tong, ,56.5872673
140,1,140,https://hk.centanet.com/findproperty/centadata-details/%E4%B8%AD%E5%8D%97%E5%A4%A7%E5%BB%88_2-USCOQRVRRO,中南大廈,6958,22.28869,114.19358,CHUNG NAM MANSION,中南大廈,0,4942.3,585.5,5527.8,18,59,37500,0.05,1,0,0,1,0,837985,816640,東區,Eastern,*,75.82210251
141,1,141,https://hk.centanet.com/findproperty/centadata-details/%E9%8C%A6%E8%8B%B1%E8%8B%91_2-XSDHIHXVHN,錦英苑,6961,22.42212,114.23559,CUHKFAA THOMAS CHEUNG KINDERGARTEN,香港中文大學校友會張煊昌幼稚園,0,0,6577,6577,4,0,27900,1.5,0,0,0,1,1,0,0,沙田區,Sha Tin, ,240.2856565
142,1,142,https://hk.centanet.com/findproperty/centadata-details/%E7%BD%AE%E6%A8%82%E8%8A%B1%E5%9C%92_2-BGEKGPSYPS,置樂花園,6972,22.38773,113.97979,LOK MAN YUEN,樂民苑,1002,54395,7304.4,61699.4,16,44,17490,0.9,1,0,0,1,0,815973,827620,屯門區,Tuen Mun,*,137.8200914
143,1,143,https://hk.centanet.com/findproperty/centadata-details/%E9%9B%99%E5%96%9C%E5%A4%A7%E5%BB%88_2-EGKGGPSAPD,雙喜大廈,6980,22.33741,114.19752,SHEUNG HEI FACTORY BUILDING,雙喜工業大廈,0,0,3724.8,3724.8,9,59,14540,0.5,1,0,0,1,0,0,0,黃大仙區,Wong Tai Sin, ,83.05579643
144,1,144,https://hk.centanet.com/findproperty/centadata-details/%E7%B3%96%E6%B0%B4%E9%81%9310%E8%99%9F_2-SBKYWPYOPA,糖水道10號,6986,22.2915,114.19904,NO SPECIFIC NAME,沒有名稱,0,524,227,751,6,47,21070,0.05,0,0,0,0,0,838544,816954,東區,Eastern,*,56.22332357
145,1,145,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E6%A9%8B%E8%8F%AF%E5%BB%88_2-UCJRFROORS,金橋華廈,6986,22.31484,114.22337,CAMBRIDGE BUILDING,金僑華廈,0,16345.8,1131.3,17477.1,22,58,15300,0.4,1,2,0,1,0,841058,819550,觀塘區,Kwun Tong,***,164.642141
146,1,146,https://hk.centanet.com/findproperty/centadata-details/%E5%BB%BA%E5%AE%89%E6%A8%93_2-NLSLIHZYTT,建安樓,6991,22.27337,114.17391,KIN ON HOUSE,建安樓,26,1068.7,155.1,1223.8,14,40,20800,0.4,1,0,0,1,0,835959,814945,灣仔區,Wan Chai,*,55.33560938
147,1,147,https://hk.centanet.com/findproperty/centadata-details/%E4%BE%AF%E7%8E%8B%E9%81%9322%E8%99%9F_2-EYBEBPERPB,侯王道22號,7002,22.32851,114.18884,NO SPECIFIC NAME,沒有名稱,0,461.5,173,634.5,5,68,19010,0.05,0,0,1,1,0,0,0,九龍城區,Kowloon City, ,47.83199333
148,1,148,https://hk.centanet.com/findproperty/centadata-details/%E6%89%93%E9%BC%93%E5%B6%BA%E9%81%9357%E8%99%9F_2-MSITZHLAHN,打鼓嶺道57號,7004,22.32968,114.19135,NO SPECIFIC NAME,沒有名稱,0,903.9,148,1051.9,9,55,22230,0.3,0,0,0,0,0,837760,821183,九龍城區,Kowloon City,*,45.07581418
149,1,149,https://hk.centanet.com/findproperty/centadata-details/%E5%9F%BA%E9%9A%86%E8%A1%9773%E8%99%9F_2-UUOOURQJRO,基隆街73號,7005,22.32549,114.16604,NO SPECIFIC NAME,沒有名稱,0,1037.5,148.8,1186.3,9,59,12790,0.2,0,0,0,1,0,0,0,油尖旺區,Yau Tsim Mong, ,44.79527033
150,1,150,https://hk.centanet.com/findproperty/centadata-details/%E6%98%8C%E7%9B%9B%E8%8B%91_2-NSHHIHSEHX,昌盛苑,7026,22.48367,114.13788,CHEONG CHING HOUSE,昌靖閣,1280,91205,330.2,91535.2,41,25,27000,1.5,1,0,0,1,1,832272,838242,北區,North,*,174.6194483
151,1,151,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E5%AE%89%E8%8A%B1%E5%9C%92_2-GYSPBPEYPB,富安花園,7035,22.40497,114.22333,CHEVALIER GARDEN COMMERCIAL COMPLEX,富安花園商場,0,0,15166,15166,4,37,30740,2,1,0,0,1,1,0,0,沙田區,Sha Tin, ,526.7078567
152,2,152,https://hk.centanet.com/findproperty/centadata-details/%E8%88%88%E7%A5%A5%E5%A4%A7%E5%BB%88_2-TNNHTHZXHI,興祥大廈,7042,22.28369,114.22097,HING CHEONG BUILDING,興祥大廈,0,14970,1335,16305,20,61,14250,0.3,1,1,0,1,0,840804,816089,東區,Eastern,**,133.2694788
153,2,153,https://hk.centanet.com/findproperty/centadata-details/%E6%9D%B1%E5%AF%B6%E5%A4%A7%E5%BB%88_2-UUOQURFARU,東寶大廈,7042,22.28068,114.23045,TUNG PO MANSION,東寶大廈,100,5949.9,1017.6,6967.5,27,40,32100,0.05,1,0,0,0,0,841795,815747,東區,Eastern,*,93.91769936
154,1,154,https://hk.centanet.com/findproperty/centadata-details/%E7%A9%97%E7%A6%BE%E8%8B%91_2-GYSEBPYEPK,穗禾苑,7058,22.39224,114.19444,SUI WO COURT MARKET,穗禾苑街市,0,0,212,212,1,0,31590,0.6,0,0,0,0,0,0,0,沙田區,Sha Tin, ,60.87441975
155,1,155,https://hk.centanet.com/findproperty/centadata-details/%E9%B3%B3%E5%84%80%E8%A1%9715%E8%99%9F_2-EKDSGPPAPE,鳳儀街15號,7078,22.32185,114.19133,NO SPECIFIC NAME,沒有名稱,0,1481,174,1655,8,64,18520,0.5,0,0,1,0,0,0,0,九龍城區,Kowloon City, ,29.759064
156,1,156,https://hk.centanet.com/findproperty/centadata-details/%E9%B3%B3%E5%BE%B7%E9%82%A8_2-EYPPWPPYPS,鳳德邨,7084,22.3438,114.19996,FUNG TAK COMMERCIAL CENTRE,鳳德商場,0,0,23003.6,23003.6,4,34,20750,0.5,0,0,0,0,1,0,0,黃大仙區,Wong Tai Sin, ,486.5667916
157,1,157,https://hk.centanet.com/findproperty/centadata-details/%E5%BE%B7%E5%AE%89%E5%A4%A7%E6%A8%93_2-MXXSZHIXHI,德安大樓,7092,22.32689,114.16787,TAK ON BUILDING,德安大廈,0,2736.8,344,3080.8,14,60,24000,0.2,1,1,0,1,0,835341,820873,深水埗區,Sham Shui Po,**,71.73957068
