OBJECTID,Join_Count,TARGET_FID,url,building,PerSqFeet,lat,lon,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND,Shape_Leng
949,1,955,https://hk.centanet.com/findproperty/centadata-details/%E6%9C%97%E5%9F%8E%E6%BB%99_2-BWPPWPPEPS,朗城滙,14171,22.44734,114.02476,Sol City Tower 1,朗城滙第１座,720,42006.8,0,42006.8,29,5,18000,0.05,0,0,0,0,0,820610,834218,元朗區,Yuen Long,*,129.3459317
950,2,956,https://hk.centanet.com/findproperty/centadata-details/%E8%A7%80%E6%9C%88%E2%80%A7%E6%A8%BA%E5%B3%AF_2-EWPPWWPJWK,觀月‧樺峯,14175,22.31491,114.22603,Park Metropolitan,觀月　樺峯,299,21630,6200,27830,38,10,29650,0.4,1,0,0,1,0,841334,819548,觀塘區,Kwun Tong,*,137.9990441
951,2,957,https://hk.centanet.com/findproperty/centadata-details/%E7%8F%80%E7%8E%A5_2-GYPPWWPJWK,珀玥,14189,22.37487,114.17643,The Garrison,珀玥,118,3819.5,0,3819.5,23,6,35000,0.2,1,0,0,0,0,836223,826187,沙田區,Sha Tin,*,76.65134022
952,1,958,https://hk.centanet.com/findproperty/centadata-details/%E8%97%8D%E7%81%A3%E5%8D%8A%E5%B3%B6_2-SGPPWPPEPB,藍灣半島,14194,22.26626,114.2508,ISLAND RESORT - PODIUM,藍灣半島９座 - 平台,3098,223914,44920.6,268834.6,8,23,64000,2,1,0,0,0,1,843804,814174,東區,Eastern,*,639.1067374
953,2,959,https://hk.centanet.com/findproperty/centadata-details/%E5%9F%8E%EF%BC%8E%E9%BB%9E_2-BGPPWWPEWS,城．點,14199,22.39498,113.97597,COO RESIDENCE - PODIUM,城．點 - 平台,204,6339,1155.7,7494.7,5,5,30000,0.05,0,0,0,0,0,815581,828427,屯門區,Tuen Mun,*,109.6922603
954,2,960,https://hk.centanet.com/findproperty/centadata-details/%E4%BA%AE%E8%B3%A2%E5%B1%85_2-EEPPWWPSWS,亮賢居,14199,22.32533,114.16239,SHINING HEIGHTS,亮賢居,348,25171.5,5045.3,30216.8,55,16,39000,0.6,1,0,0,0,0,834777,820703,油尖旺區,Yau Tsim Mong,*,191.9550041
955,2,961,https://hk.centanet.com/findproperty/centadata-details/%E5%82%B2%E9%9B%B2%E5%B3%B0_2-EKPPWPPEPE,傲雲峰,14202,22.32288,114.19061,HARBOUR PLAZA 8 DEGREES,８度海逸酒店,0,0,21420,21420,19,15,49010,0.5,1,0,0,0,1,0,0,九龍城區,Kowloon City, ,227.9757191
956,1,962,https://hk.centanet.com/findproperty/centadata-details/%E6%98%9F%E6%B2%B3%E6%98%8E%E5%B1%85_2-MSMTTHTVHT,星河明居,14215,22.3407,114.20197,PLAZA HOLLYWOOD,荷里活廣場,0,0,70872.2,70872.2,6,27,55200,0.3,1,0,0,0,1,0,0,黃大仙區,Wong Tai Sin, ,642.6203479
957,1,963,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E7%86%99_2-DESPWPPJPW,嘉熙,14220,22.42901,114.20482,Solaria Tower 2,嘉熙第２座,1122,61659.5,0,61659.5,19,5,61320,2.5,0,0,0,0,0,839144,832184,大埔區,Tai Po,*,103.975284
958,1,964,https://hk.centanet.com/findproperty/centadata-details/Grand%20Yoho_3-BESPWPPJPK,Grand Yoho,14225,22.44527,114.03764,GRAND YOHO, ,1128,65982.1,56104.4,122086.5,7,8,34000,0.6,1,0,0,0,1,821814,833958,元朗區,Yuen Long,*,843.0892755
959,1,965,https://hk.centanet.com/findproperty/centadata-details/%E5%90%8D%E6%97%A5%EF%BC%8E%E4%B9%9D%E8%82%9A%E5%B1%B1_2-DBAPWPPEPA,名日．九肚山,14257,22.41096,114.20646,EL FUTURO HOUSE 1,名日. 九肚山HOUSE 1,266,22675,0,22675,2,2,80500,1.5,0,0,0,0,0,0,0,沙田區,Sha Tin, ,29.52996997
960,1,966,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E5%82%B2%E7%81%A3_2-EWPPWWPVWY,海傲灣,14257,22.29273,114.2386,ONE EAST COAST - Podium,海傲灣 - 平台,646,20063,9069.9,29132.9,5,5,24500,0.5,1,0,0,0,0,842616,817073,觀塘區,Kwun Tong,*,209.8951015
961,1,967,https://hk.centanet.com/findproperty/centadata-details/%E6%B2%99%E7%94%B0%E4%B8%AD%E5%BF%83_2-XSDTIHLYHT,沙田中心,14271,22.37891,114.18654,HONG KONG RED CROSS BRADBURY SHATIN CENTRE,香港紅十字會白普理沙田中心,0,0,692.8,692.8,3,28,28750,0.6,1,0,0,0,0,0,0,沙田區,Sha Tin, ,67.42368852
962,1,968,https://hk.centanet.com/findproperty/centadata-details/%E8%90%AC%E7%99%BC%E5%A4%A7%E6%A8%93_2-SSYABPYVPS,萬發大樓,14286,22.28317,114.13033,MAN FAT BUILDING,萬發大樓,0,2487,257,2744,9,60,21250,0.1,1,0,0,1,0,831464,816041,中西區,Central and Western,*,81.97654832
963,1,969,https://hk.centanet.com/findproperty/centadata-details/%E8%94%9A%E8%97%8D%E7%81%A3%E7%95%94_2-YAPPWPPEPD,蔚藍灣畔,14294,22.31563,114.26463,RESIDENCE OASIS - PODIUM,蔚藍灣畔 - 平台,2130,138652,6350.9,145002.9,4,20,55150,0.05,1,0,0,0,1,845275,819693,西貢區,Sai Kung,*,560.6161727
964,1,970,https://hk.centanet.com/findproperty/centadata-details/%E8%AD%BD%EF%BC%8E%E6%B8%AF%E7%81%A3_2-EYPPWWPEWK,譽．港灣,14298,22.33353,114.19687,THE LATITUDE - PODIUM,譽‧港灣 - 平台,1159,95302,19052,114354,5,14,44210,1,1,0,0,0,1,838263,821580,黃大仙區,Wong Tai Sin,*,513.228114
965,1,971,https://hk.centanet.com/findproperty/centadata-details/%E7%A6%8F%E8%8B%91_2-EEPPWWPEWE,福苑,14301,22.20454,114.02471,HOI FUK VILLA BLOCK B2,海福苑Ｂ２座,1,2800,0,2800,3,0,21500,0,0,0,0,0,0,0,0,離島區,Islands, ,22.51707623
966,1,972,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E5%A8%81%E8%8A%B1%E5%9C%92_2-EABEBPKXPB,富威花園,14326,22.31901,114.17416,FAIR WAY GARDEN - PODIUM,富威花園 - 平台,326,17854.4,2280.9,20135.3,3,40,28960,0.6,1,0,0,1,0,835980,820018,九龍城區,Kowloon City,*,224.2401337
967,2,973,https://hk.centanet.com/findproperty/centadata-details/%E9%8C%A6%E7%BF%A0%E5%9C%92_2-SKDAPPEHPS,錦翠園,14343,22.28405,114.14426,KENYON COURT,錦翠園,106,10059.5,0,10059.5,34,41,75500,0.2,1,0,0,1,0,832907,816136,中西區,Central and Western,*,92.11209959
968,1,974,https://hk.centanet.com/findproperty/centadata-details/%E7%91%A7%E9%A0%A4_2-BESPWWPEWD,瑧頤,14348,22.43786,114.02247,Atrium House,瑧頤,0,11255,0,11255,22,4,43000,0.9,0,0,0,0,0,820368,833170,元朗區,Yuen Long,*,136.9465044
969,1,975,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%B6%E6%A6%AE%E5%A4%A7%E5%BB%88_2-TNSHZHISHT,寶榮大廈,14365,22.27735,114.18071,PO WING BUILDING,寶榮大廈,18,589.5,121,710.5,10,37,14500,0.4,1,0,0,1,0,836660,815391,灣仔區,Wan Chai,*,49.41472925
970,1,976,https://hk.centanet.com/findproperty/centadata-details/%E5%AE%8F%E7%AB%8B%E9%96%A3_2-TTXZIHNXHM,宏立閣,14365,22.2867,114.13852,WEST GRAND COURT,宏立閣,23,1700.4,246.5,1946.9,25,31,20400,0.2,1,0,0,1,0,832316,816426,中西區,Central and Western,*,48.48129995
971,2,977,https://hk.centanet.com/findproperty/centadata-details/%E7%B6%AD%E6%99%AF%E7%81%A3%E7%95%94_3-YAPPWPPEPA,維景灣畔,14376,22.30354,114.25261,OCEAN SHORES - PODIUM,維景灣畔 - 平台,1536,96167.7,950,97117.7,4,24,60000,1.5,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*,1190.796018
972,2,978,https://hk.centanet.com/findproperty/centadata-details/%E5%8D%97%E6%98%8C%E4%B8%80%E8%99%9F_2-EGSPWWPAWG,南昌一號,14388,22.32646,114.16049,PARK ONE,南昌一號,129,5963.5,1192.6,7156.1,39,5,18000,0.5,1,0,0,0,0,834581,820826,深水埗區,Sham Shui Po,*,71.18238814
973,2,979,https://hk.centanet.com/findproperty/centadata-details/%E5%B0%87%E8%BB%8D%E6%BE%B3%E4%B8%AD%E5%BF%83_3-YAPPWPPEPY,將軍澳中心,14403,22.3071,114.25819,PARK CENTRAL - PODIUM,將軍澳中心 - 平台,1872,105411,33202.2,138613.2,5,22,50000,0.4,1,0,0,0,1,844454,818695,西貢區,Sai Kung,*,777.4286369
974,1,980,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%B6%E7%BF%A0%E9%96%A3_2-SSKEBPDEPG,寶翠閣,14439,22.31769,114.22767,PO CHUI HOUSE,寶翠閣,0,20781.3,0,20781.3,36,29,20650,0.9,1,0,0,0,1,841502,819856,觀塘區,Kwun Tong,*,186.6744928
975,2,981,https://hk.centanet.com/findproperty/centadata-details/%E6%B8%AF%E9%81%8B%E5%9F%8E_2-OVQOFRFYRQ,港運城,14445,22.29085,114.20203,ONE ISLAND PLACE,港運城一座,784,59293.6,15605.1,74898.7,38,28,59000,0.1,1,0,0,0,0,838862,816882,東區,Eastern,*,223.3206389
976,2,982,https://hk.centanet.com/findproperty/centadata-details/%E7%9B%88%E6%9A%89%E8%87%BA_2-AEPPWPPJPY,盈暉臺,14452,22.34159,114.13698,NOB HILL TOWER 1,盈暉臺第一座,696,43972.5,12038.3,56010.8,35,22,61290,0.4,1,0,0,0,0,832166,822509,深水埗區,Sham Shui Po,*,177.1095676
977,1,983,https://hk.centanet.com/findproperty/centadata-details/%E5%BC%A6%E9%9B%85_2-EGSPWWPRWG,弦雅,14493,22.32856,114.15915,THE CONCERTO,弦雅,95,2768.8,530.6,3299.4,23,3,23550,0.4,1,0,0,1,0,0,0,深水埗區,Sham Shui Po, ,63.17019963
978,2,984,https://hk.centanet.com/findproperty/centadata-details/%E8%8F%AF%E6%98%8E%E4%B8%AD%E5%BF%83_2-OOSUFRVVRU,華明中心,14497,22.28668,114.13696,WAH MING CENTRE BLOCK C,華明中心C座,84,3247.2,1381.2,4628.4,24,38,20400,0.05,1,0,0,1,0,832154,816422,中西區,Central and Western,*,65.00177903
979,1,985,https://hk.centanet.com/findproperty/centadata-details/%E5%B0%87%E8%BB%8D%E6%BE%B3%E5%BB%A3%E5%A0%B4_3-YAPPWPPJPY,將軍澳廣場,14522,22.30826,114.26271,TSEUNG KWAN O PLAZA CLUB HOUSE,將軍澳廣場會所,1440,85976.1,25643.8,111619.9,1,21,50000,0.3,0,0,0,0,1,0,0,西貢區,Sai Kung, ,305.8797345
980,2,986,https://hk.centanet.com/findproperty/centadata-details/%E6%9D%B1%E7%81%A3%E9%96%A3_2-ODVOFRVHRO,東灣閣,14567,22.28026,114.2306,THE EASTHOUSE,東灣閣,92,4174.5,485.5,4660,27,25,24500,0.05,1,0,0,1,0,841804,815714,東區,Eastern,*,69.70127056
981,1,987,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E6%BF%B1%E5%8D%97%E5%B2%B8_2-ESPPWPPHPA,海濱南岸,14570,22.30367,114.18635,HARBOUR PLACE CLUB HOUSE,海濱南岸會所,2470,144300,3842.2,148142.2,8,22,62210,0.3,1,0,0,0,1,0,0,九龍城區,Kowloon City, ,272.257224
982,2,988,https://hk.centanet.com/findproperty/centadata-details/%E9%81%A0%E6%99%B4_2-SGSPWWPEWS,遠晴,14571,22.28061,114.23083,LE RIVIERA,遠晴,98,4647.8,60.6,4708.4,29,10,24500,0.05,1,0,0,0,0,841828,815749,東區,Eastern,*,66.28675185
983,2,989,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E7%9B%9B%E9%96%A3_2-TTHMIHMXHM,嘉盛閣,14634,22.28662,114.14242,CHARMING COURT,嘉盛閣,42,1683.4,413,2096.4,23,31,23560,0.05,1,0,0,1,0,832717,816414,中西區,Central and Western,*,41.34742383
984,3,990,https://hk.centanet.com/findproperty/centadata-details/%E6%B8%AF%E7%81%A3%E8%B1%AA%E5%BA%AD_3-EEPPWPPEPS,港灣豪庭,14638,22.32439,114.16007,METRO HARBOUR VIEW,港灣豪庭,1760,79638.7,18315.5,97954.2,6,22,41000,0.6,1,0,0,0,1,0,0,油尖旺區,Yau Tsim Mong, ,53.84076624
985,1,991,https://hk.centanet.com/findproperty/centadata-details/%E5%96%9C%E6%BC%BE_2-EGSPWWPVWK,喜漾,14668,22.3388,114.15434, , ,275,16004.7,3201,19205.7,5,8,26600,0.4,1,0,0,1,0,833941,822185,深水埗區,Sham Shui Po,*,198.281579
986,2,992,https://hk.centanet.com/findproperty/centadata-details/%E6%85%A7%E6%99%AF%E8%87%BA_2-TZHLTHDAHH,慧景臺,14702,22.27237,114.17429,GRANDVIEW TOWER,慧景臺,240,19481,7426,26907,36,47,76210,0.6,1,0,0,1,0,835988,814840,灣仔區,Wan Chai,*,137.1747139
987,1,993,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E5%88%A9%E5%A4%A7%E5%BB%88_2-ESDSPPDEPE,金利大廈,14706,22.30045,114.17475,KIMLEY HOUSE,金利大廈,34,1466.9,177.1,1644,18,39,15630,0.4,1,0,0,1,0,836050,817944,油尖旺區,Yau Tsim Mong,*,65.56443232
988,1,994,https://hk.centanet.com/findproperty/centadata-details/%E5%8D%BF%E6%97%BA%E5%A4%A7%E5%BB%88_2-SSYSWPGXPS,卿旺大廈,14721,22.28345,114.12775,HING  WONG  BUILDING,卿旺大廈,116,5492.9,792.8,6285.7,2,34,45490,0.3,0,0,0,0,0,0,0,中西區,Central and Western, ,90.28531559
989,1,995,https://hk.centanet.com/findproperty/centadata-details/%E6%81%86%E4%BF%A1%E5%9C%92_2-MDZSZHSVHD,恆信園,14752,22.31889,114.17786,HARRISON COURT PHASE III,恒信園三期,0,13377.6,0,13377.6,21,53,52500,1.5,1,0,0,0,0,836369,819987,九龍城區,Kowloon City,*,108.0872654
990,1,996,https://hk.centanet.com/findproperty/centadata-details/%E6%98%87%E5%BE%A1%E9%96%80_2-EKPPWPPOPA,昇御門,14763,22.31116,114.18621,CHATHAM GATE - PODIUM,昇御門 - 平台,334,28475.8,5679,34154.8,4,12,20000,0.4,1,0,0,0,0,837211,819134,九龍城區,Kowloon City,*,271.491607
991,2,997,https://hk.centanet.com/findproperty/centadata-details/%E4%BD%B3%E6%99%AF%E9%96%A3_2-TTDXTHMXHX,佳景閣,14769,22.28522,114.13509,JADEVIEW COURT,佳景閣,152,6485.9,376.1,6862,28,31,22100,0.05,1,0,0,1,0,831964,816261,中西區,Central and Western,*,104.4592491
992,2,998,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E5%A0%A1%E5%A4%A7%E5%BB%88_2-OVCUQROARQ,金堡大廈,14783,22.28908,114.19515,GOLDEN CASTLE MANSION,金堡大廈,0,7241,739.1,7980.1,23,53,31000,0.1,1,0,0,0,0,838142,816699,東區,Eastern,*,89.31467836
993,2,999,https://hk.centanet.com/findproperty/centadata-details/%E5%B0%9A%E7%92%BD_2-EESPWWPOWS,尚璽,14793,22.32586,114.16163,Enchantee,尚璽,76,1868.9,366.6,2235.5,22,4,18920,0.6,0,0,0,0,0,0,0,油尖旺區,Yau Tsim Mong, ,45.89912486
994,1,1000,https://hk.centanet.com/findproperty/centadata-details/%E8%8D%B7%E6%9D%8E%E6%B4%BB%E8%8F%AF%E5%BA%AD_2-SEPPWPPHPE,荷李活華庭,14804,22.28422,114.15119,HOLLYWOOD TERRACE - PODIUM,荷李活華庭 - 平台,550,40149.1,790,40939.1,6,25,37000,0.3,1,0,0,1,0,833595,816135,中西區,Central and Western,*,344.0111168
995,2,1001,https://hk.centanet.com/findproperty/centadata-details/%E6%99%AF%E6%80%A1%E5%B3%B0_2-EGPPWWPYWD,景怡峰,14808,22.33031,114.1668,GARDENIA,景怡峰,208,8352.6,0,8352.6,35,12,28430,0.3,1,0,0,0,0,835230,821253,深水埗區,Sham Shui Po,*,83.35216453
996,2,1002,https://hk.centanet.com/findproperty/centadata-details/%E7%99%BE%E5%88%A9%E5%B1%85_2-SGPPWWPHWS,百利居,14859,22.28186,114.22078,FORTUNE COURT,百利居,50,2590,532.9,3122.9,31,24,34750,0.1,1,0,0,1,0,840793,815887,東區,Eastern,*,49.02070999
997,1,1003,https://hk.centanet.com/findproperty/centadata-details/%E8%BF%8E%E6%B5%B7_3-DBSPWWPXWD,迎海,14860,22.43178,114.24187,DOUBLE COVE CLUB HOUSE,迎海會所,928,63726.6,27899.4,91626,2,11,58750,0.6,0,0,0,0,1,0,0,沙田區,Sha Tin, ,576.8286696
998,2,1004,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E7%BF%A9%E5%8C%AF_2-YASPWPPEPY,海翩匯,14871,22.30339,114.26382,The Papillons Tower 2,海翩滙第二座,857,50519.9,9154.6,59674.5,12,6,20000,0.7,0,0,0,0,0,845223,818252,西貢區,Sai Kung,*,180.5178419
999,2,1005,https://hk.centanet.com/findproperty/centadata-details/%E5%B0%9A%E9%83%BD_2-EGEPWWPXWK,尚都,14872,22.33644,114.15959,The Ascent,尚都,157,5959.1,1199.8,7158.9,27,6,19800,0.3,0,0,0,0,0,834487,821931,深水埗區,Sham Shui Po,*,96.77285551
1000,1,1006,https://hk.centanet.com/findproperty/centadata-details/%E6%AF%93%E6%98%8E%E9%96%A3_2-TTHXIHSJHM,毓明閣,14878,22.28569,114.13787,YUK MING TOWERS - PODIUM,毓明閣 - 平台,326,16104.7,1292,17396.7,2,33,32000,0.05,1,0,0,1,0,832231,816309,中西區,Central and Western,*,204.638305
1001,2,1007,https://hk.centanet.com/findproperty/centadata-details/%E6%AD%A3%E5%B9%B3%E5%A4%A7%E5%BB%88_2-MDHHZHZEHN,正平大廈,14898,22.31818,114.17418,CHAMPION HOUSE,正平大廈,0,7865.8,522.6,8388.4,23,53,30000,0.6,1,0,0,1,0,835990,819910,九龍城區,Kowloon City,*,99.86340347
1002,2,1008,https://hk.centanet.com/findproperty/centadata-details/%E8%BE%B2%E5%9C%83%E9%81%9318%E8%99%9F_2-EKPPWPPEPG,農圃道18號,14947,22.3208,114.18721,18 FARM ROAD,農圃道１８號,320,20737,4141,24878,48,20,63000,0.4,1,0,0,0,0,837336,820199,九龍城區,Kowloon City,*,193.795721
1003,2,1009,https://hk.centanet.com/findproperty/centadata-details/%E9%A0%86%E5%AF%A7%E8%8B%91_2-EGPPWPPRPK,順寧苑,14954,22.33785,114.15778,PEACEFUL MANSION,順寧苑,144,5685.3,710.6,6395.9,30,23,18000,0.3,1,0,1,1,0,834297,822090,深水埗區,Sham Shui Po,*,113.8057551
1004,1,1010,https://hk.centanet.com/findproperty/centadata-details/%E6%B3%93%E6%99%AF%E8%87%BA_3-EGPPWPPEPK,泓景臺,14970,22.33449,114.14758,BANYAN GARDEN - PODIUM,泓景臺 - 平台,1456,83476.3,7614.9,91091.2,5,20,57930,0.6,1,0,0,0,1,833293,821747,深水埗區,Sham Shui Po,*,475.3653494
1005,2,1011,https://hk.centanet.com/findproperty/centadata-details/%E5%96%9C%E9%BB%9E_2-EKPPWWPYWS,喜點,15000,22.32307,114.18913, , ,168,5787,1156.5,6943.5,24,9,25000,0.6,1,0,0,1,0,837532,820451,九龍城區,Kowloon City,*,79.21368013
1006,2,1012,https://hk.centanet.com/findproperty/centadata-details/%E5%8D%8A%E5%B3%B6%E8%B1%AA%E5%BA%AD_2-ESPPWPPEPA,半島豪庭,15007,22.30436,114.1844,ROYAL PENINSULA BLOCK 1,半島豪庭第一座,1669,138786,2252.8,141038.8,35,24,51000,0.3,1,0,0,0,1,837042,818380,九龍城區,Kowloon City,*,112.5824159
1007,2,1013,https://hk.centanet.com/findproperty/centadata-details/%E4%BF%8A%E9%80%B8%E8%B1%AA%E5%9C%92_2-EEPPWWPHWB,俊逸豪園,15009,22.31027,114.16927,JOLLY GARDEN,俊逸豪園,66,2977.4,739.7,3717.1,25,22,21840,0.3,1,0,1,1,0,835483,819034,油尖旺區,Yau Tsim Mong,*,67.53079341
1008,2,1014,https://hk.centanet.com/findproperty/centadata-details/%E8%8E%8A%E8%8B%91_2-TNXTIHSXHT,莊苑,15012,22.28158,114.19236,CHUANG'S ON THE PARK,莊苑,120,6546,0,6546,33,32,60000,0.05,0,0,0,1,0,837864,815859,東區,Eastern,*,100.0563843
1009,1,1015,https://hk.centanet.com/findproperty/centadata-details/%E7%BF%94%E9%BE%8D%E7%81%A3_2-EKPPWPPYPE,翔龍灣,15021,22.31923,114.19362,GRAND WATERFRONT - PODIUM,翔龍灣 - 平台,1782,90939,12123.9,103062.9,6,18,47000,0.9,1,0,0,0,1,837925,820044,九龍城區,Kowloon City,*,530.5240256
1010,2,1016,https://hk.centanet.com/findproperty/centadata-details/%E6%98%9F%E5%8C%AF%E5%B1%85_2-EGSPWPPHPK,星匯居,15027,22.33304,114.1523,THE SPARKLE,星匯居,400,24825,4964.8,29789.8,38,16,57500,0.4,1,0,0,0,0,833740,821553,深水埗區,Sham Shui Po,*,186.5234202
1011,2,1017,https://hk.centanet.com/findproperty/centadata-details/Skypark_2-EEPPWWPOWW,Skypark,15063,22.31898,114.17149,Skypark, ,395,17344.5,4955.1,22299.6,27,8,18170,0.2,1,0,0,0,0,835714,819998,油尖旺區,Yau Tsim Mong,*,173.011727
1012,2,1018,https://hk.centanet.com/findproperty/centadata-details/%E5%AE%87%E6%99%B4%E8%BB%92_3-EGPPWPPVPK,宇晴軒,15076,22.33481,114.14978,THE PACIFICA TOWER 3,宇晴軒第三座,2256,120460,24024.2,144484.2,52,20,57930,0.2,1,0,0,0,1,833477,821742,深水埗區,Sham Shui Po,*,148.392921
1013,2,1019,https://hk.centanet.com/findproperty/centadata-details/%E6%9D%B1%E6%B5%B7%E9%96%A3_2-UUCOQRJSRC,東海閣,15079,22.31711,114.16836,EAST OCEAN COURT,東海閣,21,1329.5,515.5,1845,25,27,13740,0.2,1,0,1,1,0,835391,819790,油尖旺區,Yau Tsim Mong,*,37.02291504
1014,1,1020,https://hk.centanet.com/findproperty/centadata-details/%E6%84%9B%E6%B5%B7%E9%A0%8C_2-EGPPWPPOPB,愛海頌,15089,22.32832,114.15914,Seaside Sonata Tower 1,愛海頌第一座,90,5334.3,2058.1,7392.4,30,3,23550,0.4,1,0,0,1,0,834439,821033,深水埗區,Sham Shui Po,*,98.48787928
1015,2,1021,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E5%AF%B6%E8%8A%B1%E5%9C%92_2-OJSRUROJRV,金寶花園,15101,22.24495,114.16687,GRANDVIEW GARDEN,金寶花園,294,11984,0,11984,28,40,31490,0.4,1,0,0,1,0,835240,811794,南區,Southern,*,101.160419
1016,2,1022,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E5%AF%A7%E5%A4%A7%E5%BB%88_2-TDXDIHMSHT,嘉寧大廈,15187,22.24725,114.1571,KA NING MANSION,嘉寧大廈,90,7255.3,968.7,8224,25,45,20000,1,1,0,0,1,0,834234,812055,南區,Southern,*,111.5629616
1017,2,1023,https://hk.centanet.com/findproperty/centadata-details/%E5%B1%B1%E5%85%89%E8%8B%91_2-SKSDPPBHPK,山光苑,15203,22.26709,114.18511,SHAN KWONG TOWER,山光苑,0,5274.9,0,5274.9,22,52,81800,2,1,0,0,1,0,837120,814253,灣仔區,Wan Chai,*,80.85102128
1018,2,1024,https://hk.centanet.com/findproperty/centadata-details/%E5%96%9C%E9%9F%BB_2-EGSPWPPHPS,喜韻,15217,22.33912,114.15573, , ,175,10487.8,2096.9,12584.7,31,9,27450,0.4,0,0,1,1,0,834090,822228,深水埗區,Sham Shui Po,*,105.7795742
1019,2,1025,https://hk.centanet.com/findproperty/centadata-details/%E7%AA%A9%E6%89%93%E8%80%81%E9%81%938%E8%99%9F_2-EDPPWPPAPS,窩打老道8號,15222,22.31247,114.16973,8 WATERLOO TOWER 1,窩打老道８號第一座,576,32011.8,14.2,32026,36,20,40000,0.05,1,0,0,0,0,835533,819275,油尖旺區,Yau Tsim Mong,*,197.8975155
1020,2,1026,https://hk.centanet.com/findproperty/centadata-details/%E8%A1%9B%E5%9F%8E%E9%96%A3_2-SKDDGPSRPE,衛城閣,15251,22.28219,114.15019,WINDSOR COURT,衛城閣,100,3630,270.9,3900.9,27,31,55000,0.7,1,0,0,1,0,833520,815924,中西區,Central and Western,*,69.55632767
1021,2,1027,https://hk.centanet.com/findproperty/centadata-details/%E5%90%8D%E5%9F%8E_3-DBPPWPPJPW,名城,15251,22.37033,114.17626,FESTIVAL CITY - PODIUM,名城 - 平台,0,0,66574.7,66574.7,4,0,65000,1,1,0,0,0,1,835941,825503,沙田區,Sha Tin,*,1459.649623
1022,4,1028,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E9%BE%8D%E5%A4%A7%E5%BB%88_2-TNLHTHMRHM,金龍大廈,15280,22.281,114.19289,ESS,變壓站,0,35279,95,35374,5,45,60000,0.3,0,0,0,1,0,0,0,東區,Eastern, ,44.01706092
1023,1,1029,https://hk.centanet.com/findproperty/centadata-details/%E5%B8%9D%E8%B1%AA%E9%96%A3_2-TZXXIHMXHT,帝豪閣,15284,22.28197,114.14437,IMPERIAL COURT BLOCK A,帝豪閣A座,196,23816,0,23816,9,29,105210,0.6,1,0,0,0,0,832919,815896,中西區,Central and Western,*,67.61269525
1024,2,1030,https://hk.centanet.com/findproperty/centadata-details/%E8%8E%8A%E5%A3%AB%E8%BB%92_2-TXXXZHTSHT,莊士軒,15297,22.27767,114.22879,CHUANG'S HEIGHTS,莊士軒,46,2355.4,502,2857.4,28,25,25000,0.05,1,0,0,1,0,841618,815425,東區,Eastern,*,47.33401275
1025,1,1031,https://hk.centanet.com/findproperty/centadata-details/%E7%A2%A7%E6%BB%BF%E9%96%A3_2-UJOJURCJRU,碧滿閣,15320,22.34093,114.18196,BELMONT HEIGHTS BLOCK 2,碧滿閣第二座,54,4075.9,0,4075.9,10,48,94500,0.8,1,0,0,1,0,836794,822428,九龍城區,Kowloon City,*,102.3696299
1026,1,1032,https://hk.centanet.com/findproperty/centadata-details/%E8%97%8D%E5%A1%98%E5%82%B2_2-YASPWPPJPY,藍塘傲,15341,22.30177,114.25807,Alto Residences House 1,沒有名稱,605,42630.8,10627.6,53258.4,4,6,75000,0.6,0,0,0,0,0,844635,818095,西貢區,Sai Kung,*,41.02077064
1027,1,1033,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E5%B3%AF_2-EGPPWWPHWB,海峯,15345,22.35785,114.03534,BAYSIDE VILLAS 1,彩濤花園第１座,0,997.2,0,997.2,1,27,40750,0,0,0,0,0,0,821690,824309,荃灣區,Tsuen Wan,*,32.23882405
1028,2,1034,https://hk.centanet.com/findproperty/centadata-details/%E5%B8%9D%E6%99%AF%E7%81%A3_2-YAPPWPPVPY,帝景灣,15350,22.30343,114.25966,CORINTHIA BY THE SEA - PODIUM,帝景灣 - 平台,536,39716.2,6458,46174.2,2,8,75000,0.5,0,0,0,0,0,844745,818221,西貢區,Sai Kung,*,800.1338455
