OID_,SampleBuilding,Area,PerSqFeet,lat,long,CSU_ID,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
1448,雅景大廈,620,15806,22.281340000000000,114.150509999999997,3354715826T20050430,GREEN FIELD COURT,雅景大廈,42,2954.699999999999818,0,2954.699999999999818,22,47,50000,0.8,1,0,0,1,0,833547,815826,中西區,Central and Western,*
1449,光超台 B座,434,13133,22.288840000000000,114.194680000000005,3810316662T20050430,KWONG CHIU TERRACE BLOCK B,光超台 B 座,0,15410.000000000000000,861.000000000000000,16271.000000000000000,32,46,51000,0.05,1,0,0,0,0,838103,816662,東區,Eastern,*
1450,金必多大廈,465,10752,22.332650000000001,114.162499999999994,3478121523T20050430,CAPITAL BUILDING SOUTH BLOCK A,金必多大廈Ａ座,100,5312.199999999999818,3597.699999999999818,8909.899999999999636,13,46,15620,0.2,1,0,0,0,0,834781,821523,深水埗區,Sham Shui Po,*
1451,美孚新邨 8期 百老匯街126-128號,670,9552,22.335120000000000,114.142030000000005,3268221787T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832682,821787,深水埗區,Sham Shui Po,*
1452,荃威花園 E座,434,10368,22.378730000000001,114.104560000000006,2881926616T20050430,ALLWAY GARDENS BLOCK E,荃威花園Ｅ座,380,46779.500000000000000,12341.500000000000000,59121.000000000000000,27,46,30000,2.000000000000000,1,0,0,0,1,828819,826616,荃灣區,Tsuen Wan,*
1453,太古城 高山台 金山閣 (17座),582,15463,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1454,太古城 高山台 富山閣 (18座),593,14333,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1455,太古城 高山台 龍山閣 (14座),582,12714,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1456,太古城 高山台 鳳山閣 (15座),582,16494,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1457,太古城 高山台 鳳山閣 (15座),689,11901,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1458,太古城 高山台 恆山閣 (12座),684,13567,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1459,美孚新邨 8期 百老匯街110-112號,992,10887,22.334219999999998,114.141779999999997,3265521683T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.6,1,0,0,1,1,832655,821683,深水埗區,Sham Shui Po,*
1460,美孚新邨 8期 百老匯街122-124號,674,10089,22.335170000000002,114.141790000000000,3265521791T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832655,821791,深水埗區,Sham Shui Po,*
1461,太古城 高山台 富山閣 (18座),593,16863,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1462,南豐新邨 4座,516,14147,22.281980000000001,114.213459999999998,4004615901T20050430,NAM FUNG SUN CHUEN BLOCK 4,南豐新邨第4座,0,11914.000000000000000,0,11914.000000000000000,29,47,33000,0.5,1,0,0,0,1,840046,815901,東區,Eastern,*
1463,美孚新邨 8期 百老匯街102-104號,947,9503,22.334420000000001,114.141289999999998,3260121707T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.4,1,0,0,0,1,832601,821707,深水埗區,Sham Shui Po,*
1464,荃威花園 B座,457,9365,22.376950000000001,114.104150000000004,2877226428T20050430,ALLWAY GARDENS BLOCK B,荃威花園Ｂ座,380,46779.500000000000000,12341.500000000000000,59121.000000000000000,27,46,30000,2.000000000000000,1,0,0,0,1,828772,826428,荃灣區,Tsuen Wan,*
1465,美孚新邨 8期 百老匯街126-128號,674,10089,22.335120000000000,114.142030000000005,3268221787T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832682,821787,深水埗區,Sham Shui Po,*
1466,荃威花園 B座,461,8351,22.376950000000001,114.104150000000004,2877226428T20050430,ALLWAY GARDENS BLOCK B,荃威花園Ｂ座,380,46779.500000000000000,12341.500000000000000,59121.000000000000000,27,46,30000,2.000000000000000,1,0,0,0,1,828772,826428,荃灣區,Tsuen Wan,*
1467,均益大廈 第2期 C座,423,11536,22.287590000000002,114.138069999999999,3227316510T20050430,KWAN YICK BUILDING PHASE II BLOCK C,均益大廈第二期C座,0,37450.400000000001455,7810.600000000000364,45261.000000000000000,25,47,21250,0.3,1,0,0,0,0,832273,816510,中西區,Central and Western,*
1468,太古城 高山台 鳳山閣 (15座),689,12917,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1469,美孚新邨 8期 百老匯街130-132號,671,8941,22.334800000000001,114.141959999999997,3267321749T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832673,821749,深水埗區,Sham Shui Po,*
1470,太古城 高山台 寶山閣 (11座),691,16642,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1471,碧麗閣 G座,620,16612,22.342070000000000,114.182190000000006,3681722555T20050430,PHOENIX COURT BLOCK G,碧麗閣Ｇ座,63,4019.800000000000182,0,4019.800000000000182,9,47,70000,0.9,1,0,0,0,0,836817,822555,九龍城區,Kowloon City,*
1472,南豐新邨 1座,516,15116,22.283059999999999,114.213520000000003,4005216020T20050430,NAM FUNG SUN CHUEN BLOCK 1,南豐新邨第1座,0,13599.000000000000000,0,13599.000000000000000,35,47,33000,0.3,1,0,0,1,1,840052,816020,東區,Eastern,*
1473,南豐新邨 11座,570,11929,22.282640000000001,114.214720000000000,4016315973T20050430,NAM FUNG SUN CHUEN BLOCK 11,南豐新邨第11座,0,12757.000000000000000,0,12757.000000000000000,32,46,33000,0.4,1,0,0,0,1,840163,815973,東區,Eastern,*
1474,美孚新邨 8期 百老匯街122-124號,611,11423,22.335170000000002,114.141790000000000,3265521791T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832655,821791,深水埗區,Sham Shui Po,*
1475,鳳輝閣,580,14655,22.268719999999998,114.183400000000006,3693314432T20050430,FUNG FAI COURT,鳳輝閣,38,2316.800000000000182,0,2316.800000000000182,5,46,56640,1.500000000000000,1,0,0,0,0,836933,814432,灣仔區,Wan Chai,*
1476,南豐新邨 7座,516,13546,22.281590000000001,114.214280000000002,4012315865T20050430,NAM FUNG SUN CHUEN BLOCK 7,南豐新邨第7座,0,11645.000000000000000,74.200000000000003,11719.200000000000728,29,46,33000,0.5,1,0,0,0,1,840123,815865,東區,Eastern,*
1477,美孚新邨 8期 百老匯街110-112號,977,10747,22.334219999999998,114.141779999999997,3265521683T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.6,1,0,0,1,1,832655,821683,深水埗區,Sham Shui Po,*
1478,美孚新邨 8期 百老匯街126-128號,674,12908,22.335120000000000,114.142030000000005,3268221787T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832682,821787,深水埗區,Sham Shui Po,*
1479,太古城 高山台 怡山閣 (16座),685,17518,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1480,南豐新邨 10座,570,12631,22.282280000000000,114.214699999999993,4016015934T20050430,NAM FUNG SUN CHUEN BLOCK 10,南豐新邨第10座,0,12757.000000000000000,0,12757.000000000000000,32,46,33000,0.5,1,0,0,0,1,840160,815934,東區,Eastern,*
1481,慧景臺 B座,593,18549,22.272369999999999,114.174289999999999,3598814840T20050430,GRANDVIEW TOWER,慧景臺,240,19481.000000000000000,7426.000000000000000,26907.000000000000000,36,47,76210,0.6,1,0,0,1,0,835988,814840,灣仔區,Wan Chai,*
1482,太古城 高山台 鳳山閣 (15座),530,18490,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1483,凱德大廈 A座,587,12231,22.316569999999999,114.220399999999998,4075319730T20050430,HYDE TOWERS BLOCK B,凱德大廈Ｂ座,310,19062.900000000001455,0,19062.900000000001455,19,47,33800,0.9,1,0,0,1,0,840753,819730,觀塘區,Kwun Tong,*
1484,富裕臺 A座,606,14026,22.304150000000000,114.172780000000003,3585118354T20050430,FORTUNE TERRACE,富裕臺,270,15773.399999999999636,651.200000000000045,16424.599999999998545,2,46,38750,0.05,0,0,0,0,0,835851,818354,油尖旺區,Yau Tsim Mong,*
1485,華寶大廈 A座,401,13416,22.298940000000002,114.175139999999999,3609217780T20050430,PRAT MANSIONS,華寶大廈,128,6041.699999999999818,3016.800000000000182,9058.500000000000000,18,47,16650,0.2,1,0,0,0,0,836092,817780,油尖旺區,Yau Tsim Mong,*
1486,太古城 高山台 龍山閣 (14座),689,11901,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1487,嘉翠園,546,16849,22.342849999999999,114.182680000000005,3686522640T20050430,CLIFFORD MANSION,嘉翠園,90,6604.699999999999818,0,6604.699999999999818,7,46,94500,1.000000000000000,1,0,0,1,0,836865,822640,九龍城區,Kowloon City,*
