OID_,SampleBuilding,Area,PerSqFeet,lat,long,CSU_ID,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
1543,嘉和大廈 B座,429,10489,22.250060000000001,114.148610000000005,3335512361T20050430,KA WO BUILDING,嘉和大廈,340,13652.000000000000000,2514.000000000000000,16166.000000000000000,28,46,29640,2.000000000000000,1,0,0,1,0,833355,812361,南區,Southern,*
1544,黃埔新邨 景富樓 (W座),494,14170,22.305740000000000,114.188050000000004,3741818532T20050430,KI FU BUILDING - PODIUM,祈富樓 - 平台,420,18298.299999999999272,2795.599999999999909,21093.900000000001455,1,46,34340,0.05,1,0,0,0,1,837411,818515,九龍城區,Kowloon City,*
1545,太古城 高山台 龍山閣 (14座),582,20618,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1546,均益大廈 第3期 A座,415,11325,22.288170000000001,114.140209999999996,3249016586T20050430,KWAN YICK BUILDING PHASE III BLOCK A,均益大廈第三期A座,0,34928.000000000000000,7146.699999999999818,42074.699999999997090,26,46,22780,0.2,1,0,0,0,0,832490,816586,中西區,Central and Western,*
1547,文安樓 A座,457,16367,22.276859999999999,114.176860000000005,3626415329T20050430,MAN ON HOUSE BLOCK A,文安樓A座,0,7838.500000000000000,2104.199999999999818,9942.700000000000728,22,47,21250,0.4,1,0,0,0,0,836264,815329,灣仔區,Wan Chai,*
1548,南生大廈,451,12372,22.282430000000002,114.128370000000004,3126815953T20050620,NAN SANG BUILDING,南生大廈,54,2836.800000000000182,1650.900000000000091,4487.699999999999818,22,46,21150,0.05,1,0,0,0,0,831268,815953,中西區,Central and Western,*
1549,美孚新邨 8期 百老匯街94-96號,644,11180,22.334790000000002,114.141120000000001,3258621748T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.3,1,0,0,0,1,832586,821748,深水埗區,Sham Shui Po,*
1550,華富閣,400,10000,22.252479999999998,114.139070000000004,3237212633T20050430,FORTUNA SHOPPING MALL,華富閣商場,200,9417.799999999999272,2068.400000000000091,11486.200000000000728,1,47,33710,3.000000000000000,0,0,0,1,0,0,0,南區,Southern, 
1551,華富閣,479,10334,22.252479999999998,114.139070000000004,3237212633T20050430,FORTUNA SHOPPING MALL,華富閣商場,200,9417.799999999999272,2068.400000000000091,11486.200000000000728,1,47,33710,3.000000000000000,0,0,0,1,0,0,0,南區,Southern, 
1552,太古城 高山台 鳳山閣 (15座),582,15120,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1553,太古城 高山台 恆山閣 (12座),593,16188,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1554,富裕臺 B座,606,13366,22.304150000000000,114.172780000000003,3585118354T20050430,FORTUNE TERRACE,富裕臺,270,15773.399999999999636,651.200000000000045,16424.599999999998545,2,46,38750,0.05,0,0,0,0,0,835851,818354,油尖旺區,Yau Tsim Mong,*
1555,美孚新邨 8期 百老匯街126-128號,670,10268,22.335120000000000,114.142030000000005,3268221787T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832682,821787,深水埗區,Sham Shui Po,*
1556,太古城 高山台 金山閣 (17座),593,13457,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1557,美孚新邨 8期 百老匯街98-100號,699,9728,22.334710000000001,114.141409999999993,3261221735T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.3,1,0,0,0,1,832612,821735,深水埗區,Sham Shui Po,*
1558,太古城 高山台 金山閣 (17座),685,14598,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1559,利基大廈 A座,433,10392,22.325540000000000,114.215119999999999,4020820724T20050430,LEE KEE BUILDING BLOCK A,利基大廈Ａ座,288,26102.000000000000000,6783.199999999999818,32885.199999999997090,27,47,30000,0.2,1,0,0,0,0,840208,820724,觀塘區,Kwun Tong,*
1560,美孚新邨 8期 百老匯街118-120號,670,11940,22.335210000000000,114.141549999999995,3263221796T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832632,821796,深水埗區,Sham Shui Po,*
1561,碧麗閣 C座,657,11415,22.341850000000001,114.181590000000000,3675422531T20050430,PHOENIX COURT BLOCK C,碧麗閣Ｃ座,72,4822.899999999999636,0,4822.899999999999636,10,47,70000,0.9,1,0,0,0,0,836754,822531,九龍城區,Kowloon City,*
1562,愛群閣,611,16202,22.275990000000000,114.179659999999998,3654915241T20050430,OI KWAN COURT,愛羣閣,0,8548.000000000000000,3774.699999999999818,12322.700000000000728,26,45,42650,0.7,1,0,0,1,0,836549,815241,灣仔區,Wan Chai,*
1563,太古城 高山台 龍山閣 (14座),582,18900,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1564,荃威花園 E座,441,7936,22.378730000000001,114.104560000000006,2881926616T20050430,ALLWAY GARDENS BLOCK E,荃威花園Ｅ座,380,46779.500000000000000,12341.500000000000000,59121.000000000000000,27,46,30000,2.000000000000000,1,0,0,0,1,828819,826616,荃灣區,Tsuen Wan,*
1565,協和大廈,420,19238,22.316510000000001,114.226079999999996,4133819724P20060311,HIP WO HOUSE,協和大廈,0,10538.600000000000364,1612.099999999999909,12150.700000000000728,21,58,16330,0.7,1,2,0,1,0,841334,819730,觀塘區,Kwun Tong,***
1566,南豐新邨 5座,570,12807,22.281630000000000,114.213440000000006,4004415862T20050430,NAM FUNG SUN CHUEN BLOCK 5,南豐新邨第5座,0,11914.000000000000000,0,11914.000000000000000,29,47,33000,0.5,1,0,0,0,1,840044,815862,東區,Eastern,*
1567,太古城 高山台 寶山閣 (11座),582,15292,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1568,光超台 B座,434,15207,22.288840000000000,114.194680000000005,3810316662T20050430,KWONG CHIU TERRACE BLOCK B,光超台 B 座,0,15410.000000000000000,861.000000000000000,16271.000000000000000,32,46,51000,0.05,1,0,0,0,0,838103,816662,東區,Eastern,*
1569,美孚新邨 8期 百老匯街118-120號,674,11572,22.335210000000000,114.141549999999995,3263221796T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832632,821796,深水埗區,Sham Shui Po,*
1570,美孚新邨 8期 百老匯街114-116號,670,10000,22.335249999999998,114.141310000000004,3260721800T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832607,821800,深水埗區,Sham Shui Po,*
1571,太古城 高山台 怡山閣 (16座),685,13138,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1572,文安樓 B座,457,13566,22.276740000000000,114.176699999999997,3625115324T20050430,MAN ON HOUSE BLOCK B,文安樓B座,0,7838.500000000000000,2104.199999999999818,9942.700000000000728,22,47,21250,0.4,1,0,0,0,0,836251,815324,灣仔區,Wan Chai,*
1573,太古城 翠湖台 太湖閣 (3座),583,14579,22.284600000000001,114.220540000000000,4076616194T20050430,TAI WOO MANSION,太湖閣,206,12595.299999999999272,414.000000000000000,13009.299999999999272,28,46,47210,0.3,1,0,0,0,1,840766,816194,東區,Eastern,*
1574,南豐新邨 7座,516,13178,22.281590000000001,114.214280000000002,4012315865T20050430,NAM FUNG SUN CHUEN BLOCK 7,南豐新邨第7座,0,11645.000000000000000,74.200000000000003,11719.200000000000728,29,46,33000,0.5,1,0,0,0,1,840123,815865,東區,Eastern,*
1575,太古城 高山台 鳳山閣 (15座),582,15807,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1576,太古城 高山台 南山閣 (10座),582,14604,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1577,協和大廈,420,14285,22.316510000000001,114.226079999999996,4133819724P20060311,HIP WO HOUSE,協和大廈,0,10538.600000000000364,1612.099999999999909,12150.700000000000728,21,58,16330,0.7,1,2,0,1,0,841334,819730,觀塘區,Kwun Tong,***
1578,寶輝大廈,596,18120,22.268670000000000,114.185130000000001,3712214418T20050430,PORTFIELD BUILDING,寶輝大廈,98,6361.399999999999636,0,6361.399999999999636,27,47,41750,1.500000000000000,1,0,0,0,0,837122,814418,灣仔區,Wan Chai,*
1579,美孚新邨 8期 百老匯街126-128號,670,14626,22.335120000000000,114.142030000000005,3268221787T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832682,821787,深水埗區,Sham Shui Po,*
1580,錦華樓,711,8410,22.312230000000000,114.171049999999994,3566819250T20050430,KAM WA BUILDING,錦華樓,0,4030.400000000000091,515.399999999999977,4545.800000000000182,17,58,18490,0.05,1,0,0,1,0,835668,819250,油尖旺區,Yau Tsim Mong,*
1581,利基大廈 D座,433,10508,22.325610000000001,114.215570000000000,4026020736T20050430,LEE KEE BUILDING BLOCK D,利基大廈Ｄ座,288,26102.000000000000000,6783.199999999999818,32885.199999999997090,27,47,30000,0.5,1,0,0,0,0,840260,820736,觀塘區,Kwun Tong,*
1582,太古城 高山台 恆山閣 (12座),581,18588,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1583,太古城 高山台 金山閣 (17座),593,13490,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1584,慈華大廈,415,9879,22.346520000000002,114.202150000000003,3887123047P20060311,CHE WAH BUILDING,慈華大廈,176,7906.199999999999818,1906.500000000000000,9812.700000000000728,25,47,20600,0.9,1,0,0,1,0,838868,823058,黃大仙區,Wong Tai Sin,*
1585,佳景大廈,502,17928,22.285869999999999,114.190579999999997,3767616342T20050430,BELLE HOUSE,佳景大廈,135,7677.399999999999636,1062.000000000000000,8739.399999999999636,25,47,32890,0.4,1,0,0,1,0,837676,816342,東區,Eastern,*
1586,南豐新邨 8座,570,11719,22.281569999999999,114.214659999999995,4016215863T20050430,NAM FUNG SUN CHUEN BLOCK 8,南豐新邨第8座,0,12118.000000000000000,0,12118.000000000000000,30,46,33000,0.6,1,0,0,0,1,840162,815863,東區,Eastern,*
1587,富裕大廈,433,15011,22.316549999999999,114.216620000000006,4036319729P20060311,FOO YUE BUILDING,富裕大廈,152,5569.300000000000182,1614.500000000000000,7183.800000000000182,26,48,21250,0.2,1,0,0,1,0,840361,819731,觀塘區,Kwun Tong,*
1588,太古城 高山台 怡山閣 (16座),685,12992,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1589,美孚新邨 8期 百老匯街98-100號,707,12022,22.334710000000001,114.141409999999993,3261221735T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.3,1,0,0,0,1,832612,821735,深水埗區,Sham Shui Po,*
1590,碧麗閣 G座,620,13709,22.342070000000000,114.182190000000006,3681722555T20050430,PHOENIX COURT BLOCK G,碧麗閣Ｇ座,63,4019.800000000000182,0,4019.800000000000182,9,47,70000,0.9,1,0,0,0,0,836817,822555,九龍城區,Kowloon City,*
1591,文安樓 A座,457,17286,22.276859999999999,114.176860000000005,3626415329T20050430,MAN ON HOUSE BLOCK A,文安樓A座,0,7838.500000000000000,2104.199999999999818,9942.700000000000728,22,47,21250,0.4,1,0,0,0,0,836264,815329,灣仔區,Wan Chai,*
1592,南豐新邨 7座,516,13759,22.281590000000001,114.214280000000002,4012315865T20050430,NAM FUNG SUN CHUEN BLOCK 7,南豐新邨第7座,0,11645.000000000000000,74.200000000000003,11719.200000000000728,29,46,33000,0.5,1,0,0,0,1,840123,815865,東區,Eastern,*
1593,南豐新邨 11座,516,13953,22.282640000000001,114.214720000000000,4016315973T20050430,NAM FUNG SUN CHUEN BLOCK 11,南豐新邨第11座,0,12757.000000000000000,0,12757.000000000000000,32,46,33000,0.4,1,0,0,0,1,840163,815973,東區,Eastern,*
1594,美孚新邨 8期 百老匯街114-116號,670,11343,22.335249999999998,114.141310000000004,3260721800T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832607,821800,深水埗區,Sham Shui Po,*
1595,太古城 高山台 鳳山閣 (15座),530,20000,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1596,富裕臺 B座,606,13168,22.304150000000000,114.172780000000003,3585118354T20050430,FORTUNE TERRACE,富裕臺,270,15773.399999999999636,651.200000000000045,16424.599999999998545,2,46,38750,0.05,0,0,0,0,0,835851,818354,油尖旺區,Yau Tsim Mong,*
1597,碧麗閣 B座,584,16267,22.279570000000000,114.224320000000006,4115915637T20091016,BELLEVE COURT BLOCK B,碧麗閣B座,300,9939.799999999999272,670.200000000000045,10610.000000000000000,27,36,30000,0.4,1,0,0,0,0,841159,815637,東區,Eastern,*
1598,碧麗閣 F座,670,14895,22.342250000000000,114.182019999999994,3679722573T20050430,PHOENIX COURT BLOCK F,碧麗閣Ｆ座,54,3693.199999999999818,0,3693.199999999999818,11,47,70000,1.000000000000000,1,0,0,1,0,836797,822573,九龍城區,Kowloon City,*
1599,龍珠島別墅 東座,576,7118,22.364879999999999,113.990319999999997,1705425092T20050430,PEARL ISLAND VILLAS EASTERN BLOCK B11,龍珠島東座別墅Ｂ１１座,48,3164.599999999999909,0,3164.599999999999909,5,46,48000,4.000000000000000,0,0,0,0,0,0,0,屯門區,Tuen Mun, 
1600,美孚新邨 8期 百老匯街102-104號,1005,10925,22.334420000000001,114.141289999999998,3260121707T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.4,1,0,0,0,1,832601,821707,深水埗區,Sham Shui Po,*
1601,美孚新邨 8期 百老匯街114-116號,670,12955,22.335249999999998,114.141310000000004,3260721800T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832607,821800,深水埗區,Sham Shui Po,*
1602,美孚新邨 8期 百老匯街126-128號,670,13134,22.335120000000000,114.142030000000005,3268221787T20050430,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832682,821787,深水埗區,Sham Shui Po,*
1603,南生大廈,451,18181,22.282430000000002,114.128370000000004,3126815953T20050620,NAN SANG BUILDING,南生大廈,54,2836.800000000000182,1650.900000000000091,4487.699999999999818,22,46,21150,0.05,1,0,0,0,0,831268,815953,中西區,Central and Western,*
1604,碧麗閣 B座,753,15936,22.279570000000000,114.224320000000006,4115915637T20091016,BELLEVE COURT BLOCK B,碧麗閣B座,300,9939.799999999999272,670.200000000000045,10610.000000000000000,27,36,30000,0.4,1,0,0,0,0,841159,815637,東區,Eastern,*
1605,伊利莎伯大廈 A座,540,19444,22.280819999999999,114.181280000000001,3672315772T20050430,ELIZABETH HOUSE TOWER A,伊利莎伯大廈A座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.1,1,0,0,0,0,836723,815772,灣仔區,Wan Chai,*
1606,啟田大廈 B座,469,9594,22.308170000000000,114.234440000000006,4219718800T20050430,KAI TIN TOWERS,啟田大廈,0,0,1456.299999999999955,1456.299999999999955,3,26,40000,0.05,0,0,0,0,0,0,0,觀塘區,Kwun Tong, 
1607,置富花園 富業苑 (H-9座),439,11343,22.257159999999999,114.139390000000006,3240713152T20050430,FU YIP YUEN,富業苑,0,12589.000000000000000,323.699999999999989,12912.700000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832407,813152,南區,Southern,*
1608,置富花園 富麗苑 (H-1座),439,12255,22.255340000000000,114.139619999999994,3243012952T20050430,FU LAI YUEN,富麗苑,0,12364.000000000000000,373.800000000000011,12737.799999999999272,28,46,42700,4.000000000000000,1,0,0,0,1,832430,812952,南區,Southern,*
1609,置富花園 富豪苑 (H-5座),439,12528,22.256370000000000,114.138880000000000,3235413061T20050430,FU HO YUEN,富豪苑,0,12474.000000000000000,135.400000000000006,12609.399999999999636,28,46,42700,4.000000000000000,1,0,0,0,1,832354,813061,南區,Southern,*
1610,置富花園 富仁苑 (H-8座),439,12528,22.256969999999999,114.139700000000005,3243813132T20050430,FU YAN YUEN,富仁苑,0,12348.000000000000000,484.600000000000023,12832.600000000000364,28,46,42700,4.000000000000000,1,0,0,0,1,832438,813132,南區,Southern,*
1611,置富花園 富逸苑 (H-6座),588,11564,22.256440000000001,114.139259999999993,3239213070T20050430,FU YAT YUEN,富逸苑,0,12382.000000000000000,376.699999999999989,12758.700000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832392,813070,南區,Southern,*
1612,太古城 高山台 華山閣 (13座),685,11240,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1613,置富花園 富安苑 (H-3座),439,12756,22.255700000000001,114.138990000000007,3236412993T20050430,FU ON YUEN,富安苑,0,11575.100000000000364,123.099999999999994,11698.200000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832364,812993,南區,Southern,*
1614,太古城 金殿台 元宮閣 (21座),709,13653,22.286470000000001,114.216319999999996,4033216392T20050430,TAIKOO SHING - YUAN KUNG MANSION,太古城 元宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.05,1,0,0,0,1,840332,816392,東區,Eastern,*
