OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND,
8878,12731,487,22.318480000000001,114.157290000000003,海欣花園 1座,ISLAND HARBOURVIEW TOWER 6,維港灣第六座,2/1/2000 0:00,1237,89970.899999999994179,0,89970.899999999994179,39,25,83000,0.8,1,0,0,0,1,834249,819941,油尖旺區,Yau Tsim Mong,*,
8879,10153,522,22.500150000000001,114.143699999999995,南浪海灣 5座,REGENTVILLE - PODIUM,帝庭軒 - 平台,9/1/2000 0:00,1000,52682.099999999998545,47968.400000000001455,100650.500000000000000,3,24,32490,1.500000000000000,1,0,0,0,0,832851,840060,北區,North,*,
8880,15000,580,22.319620000000000,114.157200000000003,帝堡城 3座,ISLAND HARBOURVIEW TOWER 2,維港灣第二座,2/1/2000 0:00,1237,89970.899999999994179,0,89970.899999999994179,37,25,83000,0.8,1,0,0,0,1,834240,820068,油尖旺區,Yau Tsim Mong,*,
8881,19102,602,22.318079999999998,114.157619999999994,維港灣 6座,ISLAND HARBOURVIEW TOWER 8,維港灣第八座,5/1/2000 0:00,1077,81535.100000000005821,0,81535.100000000005821,42,24,83000,0.7,1,0,0,0,1,834285,819895,油尖旺區,Yau Tsim Mong,*,
8882,11324,468,22.323229999999999,114.257810000000006,帝庭軒 1期 2座,METRO CITY PHASE 2 - PODIUM,新都城第二期 - 平台,12/1/1999 0:00,3344,184489.000000000000000,116020.000000000000000,300509.000000000000000,5,25,42250,0.05,1,0,0,0,1,844539,820576,西貢區,Sai Kung,*,
8883,18016,494,22.500150000000001,114.143699999999995,維港灣 2座,REGENTVILLE - PODIUM,帝庭軒 - 平台,9/1/2000 0:00,1000,52682.099999999998545,47968.400000000001455,100650.500000000000000,3,24,32490,1.500000000000000,1,0,0,0,0,832851,840060,北區,North,*,
8884,17211,459,22.384070000000001,114.215239999999994,維港灣 8座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
8885,13717,538,22.318010000000001,114.158310000000000,新都城 2期 11座,ISLAND HARBOURVIEW TOWER 10,維港灣第十座,5/1/2000 0:00,1077,81535.100000000005821,0,81535.100000000005821,40,24,83000,0.5,1,0,0,0,1,834358,819891,油尖旺區,Yau Tsim Mong,*,
8886,12393,468,22.500150000000001,114.143699999999995,帝庭軒 1期 2座,REGENTVILLE - PODIUM,帝庭軒 - 平台,9/1/2000 0:00,1000,52682.099999999998545,47968.400000000001455,100650.500000000000000,3,24,32490,1.500000000000000,1,0,0,0,0,832851,840060,北區,North,*,
8887,12559,836,22.323229999999999,114.257810000000006,帝堡城 3座,METRO CITY PHASE 2 - PODIUM,新都城第二期 - 平台,12/1/1999 0:00,3344,184489.000000000000000,116020.000000000000000,300509.000000000000000,5,25,42250,0.05,1,0,0,0,1,844539,820576,西貢區,Sai Kung,*,
8888,19211,520,22.427520000000001,114.244299999999996,維港灣 10座,MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
8889,10501,419,22.318010000000001,114.158310000000000,帝庭軒 1期 3座,ISLAND HARBOURVIEW TOWER 10,維港灣第十座,5/1/2000 0:00,1077,81535.100000000005821,0,81535.100000000005821,40,24,83000,0.5,1,0,0,0,1,834358,819891,油尖旺區,Yau Tsim Mong,*,
8890,15419,441,22.361809999999998,114.138800000000003,新都城 2期 7座,YUET FUNG HOUSE,悅峰閣,11/1/1999 0:00,700,41882.599999999998545,78.299999999999997,41960.900000000001455,37,25,17790,2.500000000000000,1,0,0,1,0,832345,824739,葵青區,Kwai Tsing,*,
8891,11259,675,22.461349999999999,113.999260000000007,翠擁華庭 12座,CHUNG KAM HOUSE (BLOCK N),頌琴閣（Ｎ座）,,0,40576.000000000000000,0,40576.000000000000000,41,0,26000,0.3,1,0,0,0,1,817987,835774,元朗區,Yuen Long,*,
8892,17067,457,22.461359999999999,113.999849999999995,維港灣 10座,CHUNG KI HOUSE,頌棋閣,,0,40576.000000000000000,0,40576.000000000000000,41,0,26000,0.3,1,0,0,0,1,818047,835775,元朗區,Yuen Long,*,
8893,8050,559,22.461359999999999,113.999849999999995,怡峰苑 悅峰閣 (A座),CHUNG KI HOUSE,頌棋閣,,0,40576.000000000000000,0,40576.000000000000000,41,0,26000,0.3,1,0,0,0,1,818047,835775,元朗區,Yuen Long,*,
8894,7263,592,22.362179999999999,114.139009999999999,天頌苑 頌琴閣 (N座),HO FUNG HOUSE,豪峰閣,11/1/1999 0:00,700,41882.599999999998545,78.299999999999997,41960.900000000001455,37,25,17790,2.500000000000000,1,0,0,0,0,832368,824782,葵青區,Kwai Tsing,*,
8895,7042,426,22.323229999999999,114.257810000000006,天頌苑 頌棋閣 (O座),METRO CITY PHASE 2 - PODIUM,新都城第二期 - 平台,12/1/1999 0:00,3344,184489.000000000000000,116020.000000000000000,300509.000000000000000,5,25,42250,0.05,1,0,0,0,1,844539,820576,西貢區,Sai Kung,*,
8896,6029,539,22.440270000000002,114.034540000000007,天頌苑 頌棋閣 (O座),VILLA PREMIERE BLOCK 1,朗怡居 １座,7/1/2000 0:00,320,20181.900000000001455,0,20181.900000000001455,14,24,46210,0.9,1,0,0,1,0,821615,833430,元朗區,Yuen Long,*,
8897,8193,559,22.318059999999999,114.157970000000006,怡峰苑 豪峰閣 (B座),ISLAND HARBOURVIEW TOWER 9,維港灣第九座,5/1/2000 0:00,1077,81535.100000000005821,0,81535.100000000005821,42,24,83000,0.6,1,0,0,0,1,834320,819893,油尖旺區,Yau Tsim Mong,*,
8898,14512,441,22.433840000000000,113.995019999999997,新都城 2期 6座,CASA DE ORO,金閣豪園,11/1/1999 0:00,0,21078.099999999998545,176.300000000000011,21254.400000000001455,6,25,31830,0.4,1,0,0,0,0,817549,832729,元朗區,Yuen Long,*,
8899,10947,665,22.281050000000000,114.230440000000002,朗怡居 1座,NEWTON HARBOUR VIEW TOWER 2,麗東海景豪園第二座,12/1/1999 0:00,224,12762.399999999999636,104.799999999999997,12867.200000000000728,31,25,32100,0.05,1,0,0,1,0,841785,815806,東區,Eastern,*,
8900,20787,457,22.439840000000000,114.034340000000000,維港灣 9座,VILLA PREMIERE BLOCK 3,朗怡居 ３座,7/1/2000 0:00,320,20181.900000000001455,0,20181.900000000001455,14,24,46210,0.9,1,0,0,0,0,821595,833388,元朗區,Yuen Long,*,
8901,10218,822,22.383220000000001,114.215549999999993,金閣豪園 2座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
8902,17277,404,22.381660000000000,113.971239999999995,麗東海景豪苑 2座,NERINE COVE BLOCK 1,南浪海灣一座,4/1/2000 0:00,1264,82941.699999999997090,4301.699999999999818,87243.399999999994179,35,24,45660,0.2,1,0,0,0,1,815093,826950,屯門區,Tuen Mun,*,
8903,11231,552,22.281600000000001,114.151910000000001,朗怡居 3座,HONOR VILLA,翰庭軒,11/1/1999 0:00,78,5150.399999999999636,799.700000000000045,5950.100000000000364,31,25,36410,0.6,1,0,0,1,0,833693,815862,中西區,Central and Western,*,
8904,13096,901,22.323229999999999,114.257810000000006,帝堡城 8座,METRO CITY PHASE 2 - PODIUM,新都城第二期 - 平台,12/1/1999 0:00,3344,184489.000000000000000,116020.000000000000000,300509.000000000000000,5,25,42250,0.05,1,0,0,0,1,844539,820576,西貢區,Sai Kung,*,
8905,8571,560,22.427520000000001,114.244299999999996,南浪海灣 1座,MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
8906,23711,485,22.382030000000000,113.971260000000001,翰庭軒,NERINE COVE BLOCK 2,南浪海灣二座,4/1/2000 0:00,1264,82941.699999999997090,4301.699999999999818,87243.399999999994179,35,24,45660,0.3,1,0,0,0,1,815094,826989,屯門區,Tuen Mun,*,
8907,11791,441,22.315270000000002,114.266499999999994,新都城 2期 6座,WO YAT HOUSE,和逸閣,6/1/1999 0:00,0,162000.000000000000000,1385.700000000000045,163385.700000000011642,41,25,25700,0.2,1,0,0,1,1,845503,819590,西貢區,Sai Kung,*,
8908,11038,770,22.316299999999998,114.164330000000007,翠擁華庭 12座,HOI NING HOUSE,海寧閣,2/1/2000 0:00,0,34807.000000000000000,503.300000000000011,35310.300000000002910,36,25,21000,0.5,1,0,0,0,1,834975,819698,油尖旺區,Yau Tsim Mong,*,
8909,11111,540,22.321919999999999,114.256870000000006,南浪海灣 2座,THE METROPOLIS - PODIUM,都會豪庭 - 平台,11/1/1999 0:00,1376,81588.100000000005821,26004.599999999998545,107592.699999999997090,5,25,33600,0.05,1,0,0,0,1,844462,820417,西貢區,Sai Kung,*,
8910,12383,646,22.323229999999999,114.257810000000006,和明苑 和逸閣 (A座),METRO CITY PHASE 2 - PODIUM,新都城第二期 - 平台,12/1/1999 0:00,3344,184489.000000000000000,116020.000000000000000,300509.000000000000000,5,25,42250,0.05,1,0,0,0,1,844539,820576,西貢區,Sai Kung,*,
8911,11111,531,22.500150000000001,114.143699999999995,海富苑 海寧閣 (A座),REGENTVILLE - PODIUM,帝庭軒 - 平台,9/1/2000 0:00,1000,52682.099999999998545,47968.400000000001455,100650.500000000000000,3,24,32490,1.500000000000000,1,0,0,0,0,832851,840060,北區,North,*,
8912,12140,626,22.318480000000001,114.157290000000003,新都城 3期 都會豪庭 4座,ISLAND HARBOURVIEW TOWER 6,維港灣第六座,2/1/2000 0:00,1237,89970.899999999994179,0,89970.899999999994179,39,25,83000,0.8,1,0,0,0,1,834249,819941,油尖旺區,Yau Tsim Mong,*,
8913,13940,538,22.460730000000002,113.997720000000001,新都城 2期 9座,CHUNG PO HOUSE,頌波閣（Ｋ座）,,0,23447.900000000001455,0,23447.900000000001455,41,0,26000,0.2,1,0,0,0,1,817828,835705,元朗區,Yuen Long,*,
8914,10453,419,22.308700000000002,114.192970000000003,帝庭軒 1期 2座,LAGUNA VERDE TOWER 15A,海逸豪園第十五Ａ座,4/1/2000 0:00,1104,93612.399999999994179,0,93612.399999999994179,24,24,60000,0.7,1,0,0,0,1,837929,818858,九龍城區,Kowloon City,*,
8915,20043,459,22.287810000000000,113.940650000000005,維港灣 6座,TUNG CHUNG CRESCENT BLOCK 2,東堤灣畔第二座,12/1/1998 0:00,0,48017.300000000002910,1966.900000000000091,49984.199999999997090,31,26,38750,0.05,1,0,0,0,1,811923,816567,離島區,Islands,*,
8916,7114,506,22.483020000000000,114.137900000000002,天頌苑 頌波閣 (K座),YUNG WUI HOUSE,雍薈閣,3/1/2000 0:00,800,66280.000000000000000,1657.000000000000000,67937.000000000000000,41,25,27000,1.500000000000000,1,0,0,0,1,832257,838153,北區,North,*,
8917,17857,560,22.318079999999998,114.157619999999994,海逸豪園 3期 悅濤灣 15A座,ISLAND HARBOURVIEW TOWER 8,維港灣第八座,5/1/2000 0:00,1077,81535.100000000005821,0,81535.100000000005821,42,24,83000,0.7,1,0,0,0,1,834285,819895,油尖旺區,Yau Tsim Mong,*,
8918,12500,544,22.500150000000001,114.143699999999995,東堤灣畔 1期 2座,REGENTVILLE - PODIUM,帝庭軒 - 平台,9/1/2000 0:00,1000,52682.099999999998545,47968.400000000001455,100650.500000000000000,3,24,32490,1.500000000000000,1,0,0,0,0,832851,840060,北區,North,*,
8919,5936,539,22.401859999999999,113.974639999999994,雍盛苑 雍薈閣 (A座),CHELSEA HEIGHTS BLOCK 2,卓爾居第２座,7/1/1998 0:00,792,50176.000000000000000,5651.500000000000000,55827.500000000000000,38,26,45450,0.05,1,0,0,0,1,815444,829190,屯門區,Tuen Mun,*,
8920,18300,459,22.439840000000000,114.034340000000000,維港灣 8座,VILLA PREMIERE BLOCK 3,朗怡居 ３座,7/1/2000 0:00,320,20181.900000000001455,0,20181.900000000001455,14,24,46210,0.9,1,0,0,0,0,821595,833388,元朗區,Yuen Long,*,
8921,10739,419,22.287810000000000,113.940650000000005,帝庭軒 1期 2座,TUNG CHUNG CRESCENT BLOCK 2,東堤灣畔第二座,12/1/1998 0:00,0,48017.300000000002910,1966.900000000000091,49984.199999999997090,31,26,38750,0.05,1,0,0,0,1,811923,816567,離島區,Islands,*,
8922,14953,535,22.288170000000001,114.194820000000007,卓爾居 2期 6座,LESOMMET BLOCK 1,豪延峯第一座,7/1/2000 0:00,394,36119.199999999997090,198.699999999999989,36317.900000000001455,47,24,51000,0.05,1,0,0,0,0,838122,816583,東區,Eastern,*,
8923,12429,531,22.448039999999999,114.000829999999993,朗怡居 3座,SHING WUI HOUSE,盛匯閣,,0,14291.000000000000000,0,14291.000000000000000,31,0,28500,0.6,1,0,0,0,1,818149,834303,元朗區,Yuen Long,*,
8924,11764,544,22.323229999999999,114.257810000000006,東堤灣畔 1期 2座,METRO CITY PHASE 2 - PODIUM,新都城第二期 - 平台,12/1/1999 0:00,3344,184489.000000000000000,116020.000000000000000,300509.000000000000000,5,25,42250,0.05,1,0,0,0,1,844539,820576,西貢區,Sai Kung,*,
8925,18453,569,22.460429999999999,114.000110000000006,豪廷峰 1座,CHUNG LAU HOUSE,頌流閣（Ｃ座）,,0,24160.000000000000000,0,24160.000000000000000,41,0,26000,0.05,1,0,0,0,1,818072,835672,元朗區,Yuen Long,*,
8926,6666,510,22.318010000000001,114.158310000000000,天盛苑 盛匯閣 (G座),ISLAND HARBOURVIEW TOWER 10,維港灣第十座,5/1/2000 0:00,1077,81535.100000000005821,0,81535.100000000005821,40,24,83000,0.5,1,0,0,0,1,834358,819891,油尖旺區,Yau Tsim Mong,*,
8927,15147,441,22.340730000000001,114.207729999999998,新都城 2期 11座,REGENT ON THE HILL,帝峯豪苑,4/1/2000 0:00,186,14774.299999999999272,2737.599999999999909,17511.900000000001455,38,24,33500,0.7,1,0,0,1,0,839448,822401,黃大仙區,Wong Tai Sin,*,
8928,6923,650,22.460429999999999,114.000110000000006,天頌苑 頌流閣 (C座),CHUNG LAU HOUSE,頌流閣（Ｃ座）,,0,24160.000000000000000,0,24160.000000000000000,41,0,26000,0.05,1,0,0,0,1,818072,835672,元朗區,Yuen Long,*,
8929,19693,457,22.281420000000001,114.151079999999993,維港灣 10座,BELLA VISTA,蔚晴軒,5/1/2000 0:00,174,8384.899999999999636,0,8384.899999999999636,38,24,50000,0.7,1,0,0,0,0,833614,815846,中西區,Central and Western,*,
8930,16592,675,22.322389999999999,114.256879999999995,帝峯豪苑,THE METROPOLIS - PODIUM,都會豪庭 - 平台,11/1/1999 0:00,1376,81588.100000000005821,26004.599999999998545,107592.699999999997090,5,25,33600,0.05,1,0,0,0,1,844462,820417,西貢區,Sai Kung,*,
8931,9384,650,22.461369999999999,114.000439999999998,天頌苑 頌流閣 (C座),CHUNG WA HOUSE,頌畫閣,,0,40576.000000000000000,0,40576.000000000000000,41,0,26000,0.3,1,0,0,0,1,818108,835775,元朗區,Yuen Long,*,
8932,20044,449,22.381660000000000,113.971239999999995,蔚晴軒,NERINE COVE BLOCK 1,南浪海灣一座,4/1/2000 0:00,1264,82941.699999999997090,4301.699999999999818,87243.399999999994179,35,24,45660,0.2,1,0,0,0,1,815093,826950,屯門區,Tuen Mun,*,
8933,14696,626,22.322389999999999,114.256879999999995,新都城 3期 都會豪庭 3座,THE METROPOLIS - PODIUM,都會豪庭 - 平台,11/1/1999 0:00,1376,81588.100000000005821,26004.599999999998545,107592.699999999997090,5,25,33600,0.05,1,0,0,0,1,844462,820417,西貢區,Sai Kung,*,
8934,6967,531,22.321919999999999,114.256870000000006,天頌苑 頌畫閣 (P座),THE METROPOLIS - PODIUM,都會豪庭 - 平台,11/1/1999 0:00,1376,81588.100000000005821,26004.599999999998545,107592.699999999997090,5,25,33600,0.05,1,0,0,0,1,844462,820417,西貢區,Sai Kung,*,
8935,10853,691,22.318010000000001,114.158310000000000,南浪海灣 1座,ISLAND HARBOURVIEW TOWER 10,維港灣第十座,5/1/2000 0:00,1077,81535.100000000005821,0,81535.100000000005821,40,24,83000,0.5,1,0,0,0,1,834358,819891,油尖旺區,Yau Tsim Mong,*,
8936,13578,626,22.448940000000000,114.001120000000000,新都城 3期 都會豪庭 3座,SHING CHUEN HOUSE,盛泉閣,,0,27047.700000000000728,0,27047.700000000000728,41,0,28500,0.4,1,0,0,0,1,818177,834399,元朗區,Yuen Long,*,
8937,15702,470,22.362179999999999,114.139009999999999,新都城 3期 都會豪庭 4座,HO FUNG HOUSE,豪峰閣,11/1/1999 0:00,700,41882.599999999998545,78.299999999999997,41960.900000000001455,37,25,17790,2.500000000000000,1,0,0,0,0,832368,824782,葵青區,Kwai Tsing,*,
8938,17943,457,22.319990000000001,114.157169999999994,維港灣 10座,ISLAND HARBOURVIEW TOWER 1,維港灣第一座,2/1/2000 0:00,1237,89970.899999999994179,0,89970.899999999994179,37,25,83000,0.8,1,0,0,0,1,834238,820108,油尖旺區,Yau Tsim Mong,*,
8939,8102,506,22.322389999999999,114.256879999999995,天盛苑 盛泉閣 (O座),THE METROPOLIS - PODIUM,都會豪庭 - 平台,11/1/1999 0:00,1376,81588.100000000005821,26004.599999999998545,107592.699999999997090,5,25,33600,0.05,1,0,0,0,1,844462,820417,西貢區,Sai Kung,*,
8940,8193,559,22.382400000000001,113.971279999999993,怡峰苑 豪峰閣 (B座),NERINE COVE BLOCK 3,南浪海灣三座,4/1/2000 0:00,1264,82941.699999999997090,4301.699999999999818,87243.399999999994179,35,24,45660,0.2,1,0,0,0,1,815096,827029,屯門區,Tuen Mun,*,
8941,17774,647,22.314440000000001,114.183199999999999,維港灣 1座,KWUN HEI COURT,冠熹苑,5/1/2000 0:00,0,53721.400000000001455,837.200000000000045,54558.599999999998545,41,24,17500,0.5,1,0,0,0,0,836920,819469,九龍城區,Kowloon City,*,
8942,17115,631,22.289819999999999,114.198859999999996,新都城 3期 都會豪庭 3座,VILLA CLAIRE,明軒,1/1/2000 0:00,52,4115.000000000000000,0,4115.000000000000000,29,25,39250,0.2,1,0,0,1,0,838535,816767,東區,Eastern,*,
8943,9195,522,22.461120000000001,113.997709999999998,南浪海灣 3座,CHUNG HO HOUSE (BLOCK L),頌浩閣（Ｌ座）,,0,23320.799999999999272,0,23320.799999999999272,41,0,26000,0.1,1,0,0,0,1,817827,835748,元朗區,Yuen Long,*,
8944,12479,601,22.448580000000000,114.001310000000004,冠熹苑,SHING YU HOUSE,盛譽閣,,0,27277.299999999999272,0,27277.299999999999272,41,0,28500,0.4,1,0,0,0,1,818196,834359,元朗區,Yuen Long,*,
8945,17706,497,22.399690000000000,113.976429999999993,明軒,PARKVIEW COURT,慧景閣,6/1/2000 0:00,224,11477.100000000000364,148.500000000000000,11625.600000000000364,35,24,29000,0.2,1,0,0,1,0,815629,828950,屯門區,Tuen Mun,*,
8946,6679,506,22.314440000000001,114.183199999999999,天頌苑 頌浩閣 (L座),KWUN HEI COURT,冠熹苑,5/1/2000 0:00,0,53721.400000000001455,837.200000000000045,54558.599999999998545,41,24,17500,0.5,1,0,0,0,0,836920,819469,九龍城區,Kowloon City,*,
8947,8478,506,22.316299999999998,114.164330000000007,天盛苑 盛譽閣 (P座),HOI NING HOUSE,海寧閣,2/1/2000 0:00,0,34807.000000000000000,503.300000000000011,35310.300000000002910,36,25,21000,0.5,1,0,0,0,1,834975,819698,油尖旺區,Yau Tsim Mong,*,
8948,12473,473,22.314440000000001,114.183199999999999,慧景閣,KWUN HEI COURT,冠熹苑,5/1/2000 0:00,0,53721.400000000001455,837.200000000000045,54558.599999999998545,41,24,17500,0.5,1,0,0,0,0,836920,819469,九龍城區,Kowloon City,*,
8949,15366,423,22.461369999999999,114.000439999999998,冠熹苑,CHUNG WA HOUSE,頌畫閣,,0,40576.000000000000000,0,40576.000000000000000,41,0,26000,0.3,1,0,0,0,1,818108,835775,元朗區,Yuen Long,*,
8950,11214,535,22.447749999999999,114.002170000000007,海富苑 海寧閣 (A座),SHING CHIU HOUSE,盛昭閣,,0,51881.400000000001455,0,51881.400000000001455,41,0,28500,0.4,1,0,0,0,1,818287,834268,元朗區,Yuen Long,*,
8951,13098,426,22.440270000000002,114.034540000000007,冠熹苑,VILLA PREMIERE BLOCK 1,朗怡居 １座,7/1/2000 0:00,320,20181.900000000001455,0,20181.900000000001455,14,24,46210,0.9,1,0,0,1,0,821615,833430,元朗區,Yuen Long,*,
8952,5565,539,22.384100000000000,114.215590000000006,天頌苑 頌畫閣 (P座),THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
8953,7407,594,22.448039999999999,114.000829999999993,天盛苑 盛昭閣 (B座),SHING WUI HOUSE,盛匯閣,,0,14291.000000000000000,0,14291.000000000000000,31,0,28500,0.6,1,0,0,0,1,818149,834303,元朗區,Yuen Long,*,
8954,9510,552,22.409880000000001,114.222420000000000,朗怡居 1座,MOUNTAIN SHORE - PODIUM,曉峰灣畔 - 平台,8/1/2000 0:00,1124,73189.000000000000000,0,73189.000000000000000,3,24,44600,1.500000000000000,1,0,0,1,1,840917,830184,沙田區,Sha Tin,*,
8955,11169,761,22.323229999999999,114.257810000000006,帝堡城 5座,METRO CITY PHASE 2 - PODIUM,新都城第二期 - 平台,12/1/1999 0:00,3344,184489.000000000000000,116020.000000000000000,300509.000000000000000,5,25,42250,0.05,1,0,0,0,1,844539,820576,西貢區,Sai Kung,*,
8956,8278,517,22.340730000000001,114.207729999999998,天盛苑 盛匯閣 (G座),REGENT ON THE HILL,帝峯豪苑,4/1/2000 0:00,186,14774.299999999999272,2737.599999999999909,17511.900000000001455,38,24,33500,0.7,1,0,0,1,0,839448,822401,黃大仙區,Wong Tai Sin,*,
8957,13692,482,22.461340000000000,113.998679999999993,曉峰灣畔 1座,CHUNG CHAK HOUSE,頌澤閣（Ｍ座）,,0,40576.000000000000000,0,40576.000000000000000,41,0,26000,0.2,1,0,0,0,1,817927,835774,元朗區,Yuen Long,*,
8958,13011,538,22.362179999999999,114.139009999999999,新都城 2期 6座,HO FUNG HOUSE,豪峰閣,11/1/1999 0:00,700,41882.599999999998545,78.299999999999997,41960.900000000001455,37,25,17790,2.500000000000000,1,0,0,0,0,832368,824782,葵青區,Kwai Tsing,*,
8959,17148,477,22.461120000000001,113.997709999999998,帝峯豪苑,CHUNG HO HOUSE (BLOCK L),頌浩閣（Ｌ座）,,0,23320.799999999999272,0,23320.799999999999272,41,0,26000,0.1,1,0,0,0,1,817827,835748,元朗區,Yuen Long,*,
8960,7925,429,22.383849999999999,114.214579999999998,天頌苑 頌澤閣 (M座),THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
8961,8968,407,22.401859999999999,113.974639999999994,怡峰苑 豪峰閣 (B座),CHELSEA HEIGHTS BLOCK 2,卓爾居第２座,7/1/1998 0:00,792,50176.000000000000000,5651.500000000000000,55827.500000000000000,38,26,45450,0.05,1,0,0,0,1,815444,829190,屯門區,Tuen Mun,*,
8962,6923,650,22.447749999999999,114.002170000000007,天頌苑 頌浩閣 (L座),SHING CHIU HOUSE,盛昭閣,,0,51881.400000000001455,0,51881.400000000001455,41,0,28500,0.4,1,0,0,0,1,818287,834268,元朗區,Yuen Long,*,
8963,13491,547,22.362179999999999,114.139009999999999,帝堡城 1座,HO FUNG HOUSE,豪峰閣,11/1/1999 0:00,700,41882.599999999998545,78.299999999999997,41960.900000000001455,37,25,17790,2.500000000000000,1,0,0,0,0,832368,824782,葵青區,Kwai Tsing,*,
8964,13943,710,22.461359999999999,113.999849999999995,卓爾居 2期 6座,CHUNG KI HOUSE,頌棋閣,,0,40576.000000000000000,0,40576.000000000000000,41,0,26000,0.3,1,0,0,0,1,818047,835775,元朗區,Yuen Long,*,
8965,7413,634,22.314440000000001,114.183199999999999,天盛苑 盛昭閣 (B座),KWUN HEI COURT,冠熹苑,5/1/2000 0:00,0,53721.400000000001455,837.200000000000045,54558.599999999998545,41,24,17500,0.5,1,0,0,0,0,836920,819469,九龍城區,Kowloon City,*,
8966,8944,559,22.448969999999999,114.002110000000002,怡峰苑 豪峰閣 (B座),SHING LAI HOUSE,盛麗閣,,0,27215.799999999999272,0,27215.799999999999272,41,0,28500,0.4,1,0,0,0,1,818279,834403,元朗區,Yuen Long,*,
8967,6591,531,22.439840000000000,114.034340000000000,天頌苑 頌棋閣 (O座),VILLA PREMIERE BLOCK 3,朗怡居 ３座,7/1/2000 0:00,320,20181.900000000001455,0,20181.900000000001455,14,24,46210,0.9,1,0,0,0,0,821595,833388,元朗區,Yuen Long,*,
8968,13506,539,22.483020000000000,114.137900000000002,冠熹苑,YUNG WUI HOUSE,雍薈閣,3/1/2000 0:00,800,66280.000000000000000,1657.000000000000000,67937.000000000000000,41,25,27000,1.500000000000000,1,0,0,0,1,832257,838153,北區,North,*,
8969,8153,650,22.427379999999999,114.243219999999994,天盛苑 盛麗閣 (R座),MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
8970,11864,531,22.427460000000000,114.243549999999999,朗怡居 3座,MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
8971,7179,429,22.401859999999999,113.974639999999994,雍盛苑 雍薈閣 (A座),CHELSEA HEIGHTS BLOCK 2,卓爾居第２座,7/1/1998 0:00,792,50176.000000000000000,5651.500000000000000,55827.500000000000000,38,26,45450,0.05,1,0,0,0,1,815444,829190,屯門區,Tuen Mun,*,
8972,10995,844,22.318010000000001,114.158310000000000,翠擁華庭 8座,ISLAND HARBOURVIEW TOWER 10,維港灣第十座,5/1/2000 0:00,1077,81535.100000000005821,0,81535.100000000005821,40,24,83000,0.5,1,0,0,0,1,834358,819891,油尖旺區,Yau Tsim Mong,*,
8973,11841,809,22.384100000000000,114.215590000000006,翠擁華庭 9座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
8974,9363,534,22.440270000000002,114.034540000000007,卓爾居 2期 5座,VILLA PREMIERE BLOCK 1,朗怡居 １座,7/1/2000 0:00,320,20181.900000000001455,0,20181.900000000001455,14,24,46210,0.9,1,0,0,1,0,821615,833430,元朗區,Yuen Long,*,
8975,18415,467,22.440560000000001,114.021950000000004,維港灣 10座,SPRINGDALE VILLAS,御庭居,5/1/2000 0:00,204,11486.100000000000364,12340.899999999999636,23827.000000000000000,12,24,28500,0.6,1,0,0,0,0,820323,833473,元朗區,Yuen Long,*,
