OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
9501,15751,419,22.315719999999999,114.163510000000002,欣廷軒 5座,PARK AVENUE TOWER 9,柏景灣第九座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,41,24,67000,0.6,1,0,0,0,1,834890,819643,油尖旺區,Yau Tsim Mong,*
9502,15429,512,22.266430000000000,114.249899999999997,維景灣畔 1期 3座,ISLAND RESORT TOWER 2,藍灣半島２座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843804,814174,東區,Eastern,*
9503,12645,775,22.304849999999998,114.184860000000000,縉皇居 3座,ROYAL PENINSULA BLOCK 4,半島豪庭第四座,12/1/2000 0:00,1669,138786.000000000000000,2252.800000000000182,141038.799999999988358,39,24,51000,0.4,1,0,0,0,1,837092,818435,九龍城區,Kowloon City,*
9504,16963,471,22.316040000000001,114.163420000000002,柏景灣 1期 9座,PARK AVENUE TOWER 8,柏景灣第八座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,49,24,67000,0.5,1,0,0,0,1,834881,819679,油尖旺區,Yau Tsim Mong,*
9505,16371,733,22.266660000000002,114.250180000000000,藍灣半島 2座,ISLAND RESORT TOWER 1,藍灣半島１座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843831,814200,東區,Eastern,*
9506,18817,558,22.242690000000000,114.165719999999993,半島豪庭 4座,BROADVIEW COURT BLOCK 3,雅濤閣第三座,7/1/2001 0:00,1540,89233.899999999994179,4683.199999999999818,93917.100000000005821,47,23,35000,0.8,1,0,0,0,1,835115,811554,南區,Southern,*
9507,21158,449,22.266340000000000,114.251339999999999,柏景灣 1期 8座,ISLAND RESORT TOWER 7,藍灣半島７座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843936,814168,東區,Eastern,*
9508,14876,605,22.300689999999999,114.255060000000000,藍灣半島 1座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9509,12182,591,22.327610000000000,114.159030000000001,雅濤閣 3座,OVOLO,沒有名稱,4/1/2001 0:00,63,0,3572.900000000000091,3572.900000000000091,25,23,18000,0.4,1,0,0,0,0,834430,820957,深水埗區,Sham Shui Po,*
9510,17667,566,22.464590000000001,114.000979999999998,藍灣半島 7座,SIU FU COURT,善富閣,12/1/2000 0:00,0,28640.000000000000000,0,28640.000000000000000,41,24,22000,0.1,1,0,0,0,1,818163,836132,元朗區,Yuen Long,*
9511,18253,504,22.266340000000000,114.251339999999999,維景灣畔 1期 2座,ISLAND RESORT TOWER 7,藍灣半島７座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843936,814168,東區,Eastern,*
9512,17894,475,22.243130000000001,114.164540000000002,WEST PARK,BROADVIEW COURT BLOCK 1,雅濤閣第一座,7/1/2001 0:00,1540,89233.899999999994179,4683.199999999999818,93917.100000000005821,46,23,35000,0.6,1,0,0,0,1,835009,811601,南區,Southern,*
9513,6521,506,22.365700000000000,114.062449999999998,天富苑 善富閣 (O座),OCEAN POINTE TOWER 1,縉皇居第一座,12/1/2000 0:00,560,46378.500000000000000,2373.000000000000000,48751.500000000000000,54,24,55000,0,1,0,0,0,0,824482,825177,荃灣區,Tsuen Wan,*
9514,15824,455,22.265770000000000,114.251490000000004,藍灣半島 7座,ISLAND RESORT TOWER 5,藍灣半島５座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843953,814115,東區,Eastern,*
9515,12748,422,22.266120000000001,114.251589999999993,雅濤閣 1座,ISLAND RESORT TOWER 6,藍灣半島６座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843966,814140,東區,Eastern,*
9516,10580,775,22.385490000000001,113.980750000000000,縉皇居 1座,JC PLACE TOWER 3,龍成花園３座,12/1/2000 0:00,299,19215.000000000000000,1128.400000000000091,20343.400000000001455,20,24,30000,0.9,1,0,0,0,0,816070,827373,屯門區,Tuen Mun,*
9517,15520,567,22.365700000000000,114.062449999999998,藍灣半島 5座,OCEAN POINTE TOWER 1,縉皇居第一座,12/1/2000 0:00,560,46378.500000000000000,2373.000000000000000,48751.500000000000000,54,24,55000,0,1,0,0,0,0,824482,825177,荃灣區,Tsuen Wan,*
9518,15300,732,22.300689999999999,114.255060000000000,藍灣半島 6座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9519,10155,451,22.265509999999999,114.251249999999999,龍成花園 3座,ISLAND RESORT TOWER 3,藍灣半島３座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843928,814088,東區,Eastern,*
9520,11870,775,22.265770000000000,114.251490000000004,縉皇居 1座,ISLAND RESORT TOWER 5,藍灣半島５座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843953,814115,東區,Eastern,*
9521,16666,660,22.439869999999999,114.019689999999997,維景灣畔 1期 6座,GREENERY PLACE TOWER 1,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,1,0,820088,833393,元朗區,Yuen Long,*
9522,17142,455,22.267620000000001,114.187129999999996,藍灣半島 3座,LE CACHET,嘉逸軒,4/1/2001 0:00,80,4810.199999999999818,202.300000000000011,5012.500000000000000,31,23,35200,2.000000000000000,1,0,0,0,0,837326,814310,灣仔區,Wan Chai,*
9523,16483,455,22.460249999999998,113.997900000000001,藍灣半島 5座,CHUNG YAN HOUSE,頌恩閣,,0,21345.700000000000728,0,21345.700000000000728,41,0,26000,0.3,1,0,0,0,1,817846,835651,元朗區,Yuen Long,*
9524,9699,598,22.315420000000000,114.163589999999999,翠韻華庭 1座,PARK AVENUE TOWER 10,柏景灣第十座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,39,24,67000,0.6,1,0,0,0,1,834899,819608,油尖旺區,Yau Tsim Mong,*
9525,19288,534,22.266340000000000,114.251339999999999,嘉逸軒,ISLAND RESORT TOWER 7,藍灣半島７座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843936,814168,東區,Eastern,*
9526,9683,506,22.266660000000002,114.250180000000000,天頌苑 頌恩閣 (J座),ISLAND RESORT TOWER 1,藍灣半島１座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843831,814200,東區,Eastern,*
9527,18428,471,22.314330000000002,114.190039999999996,柏景灣 1期 10座,SUNRISE VILLA,旭日豪庭,3/1/2001 0:00,180,11806.399999999999636,3020.199999999999818,14826.600000000000364,35,24,30000,0.3,1,0,0,1,0,0,0,九龍城區,Kowloon City, 
9528,17362,455,22.266340000000000,114.251339999999999,藍灣半島 7座,ISLAND RESORT TOWER 7,藍灣半島７座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843936,814168,東區,Eastern,*
9529,18181,605,22.380579999999998,114.205430000000007,藍灣半島 1座,YU TING HOUSE,愉庭閣,8/1/2001 0:00,0,289815.000000000000000,2756.699999999999818,292571.700000000011642,41,23,36000,0.8,1,0,0,0,1,839209,826820,沙田區,Sha Tin,*
9530,15917,534,22.365700000000000,114.062449999999998,旭日豪庭,OCEAN POINTE TOWER 1,縉皇居第一座,12/1/2000 0:00,560,46378.500000000000000,2373.000000000000000,48751.500000000000000,54,24,55000,0,1,0,0,0,0,824482,825177,荃灣區,Tsuen Wan,*
9531,16961,566,22.302260000000000,114.253559999999993,藍灣半島 7座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9532,10153,650,22.304929999999999,114.184110000000004,愉翠苑 愉庭閣 (K座),ROYAL PENINSULA BLOCK 2,半島豪庭第二座,12/1/2000 0:00,1669,138786.000000000000000,2252.800000000000182,141038.799999999988358,43,24,51000,0.3,1,0,0,0,1,837012,818437,九龍城區,Kowloon City,*
9533,9691,681,22.300689999999999,114.255060000000000,縉皇居 1座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9534,20348,516,22.372630000000001,114.102739999999997,維景灣畔 1期 1座,SERENADE COVE TOWER C,韻濤居Ｃ座,11/1/2000 0:00,792,49689.500000000000000,0,49689.500000000000000,37,24,43000,0.9,1,0,0,0,0,828635,825940,荃灣區,Tsuen Wan,*
9535,17118,701,22.315719999999999,114.163510000000002,半島豪庭 2座,PARK AVENUE TOWER 9,柏景灣第九座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,41,24,67000,0.6,1,0,0,0,1,834890,819643,油尖旺區,Yau Tsim Mong,*
9536,16237,505,22.504760000000001,114.128900000000002,維景灣畔 1期 2座,ROYAL JUBILEE - PODIUM,海禧華庭 - 平台,1/1/2001 0:00,270,13841.899999999999636,2936.099999999999909,16778.000000000000000,3,24,19120,0.5,1,0,1,1,0,831310,840594,北區,North,*
9537,15476,420,22.266660000000002,114.250180000000000,韻濤居 C座,ISLAND RESORT TOWER 1,藍灣半島１座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843831,814200,東區,Eastern,*
9538,20044,449,22.439940000000000,114.019970000000001,柏景灣 1期 9座,GREENERY PLACE TOWER 2,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,0,0,820122,833400,元朗區,Yuen Long,*
9539,11524,538,22.304960000000001,114.184529999999995,海禧華庭 1座,ROYAL PENINSULA BLOCK 3,半島豪庭第三座,12/1/2000 0:00,1669,138786.000000000000000,2252.800000000000182,141038.799999999988358,43,24,51000,0.3,1,0,0,0,1,837055,818448,九龍城區,Kowloon City,*
9540,15121,615,22.365559999999999,114.062719999999999,藍灣半島 1座,OCEAN POINTE TOWER 2,縉皇居第二座,12/1/2000 0:00,560,46378.500000000000000,2373.000000000000000,48751.500000000000000,54,24,55000,0,1,0,0,0,0,824509,825154,荃灣區,Tsuen Wan,*
9541,10997,441,22.385490000000001,113.980750000000000,翠韻華庭 2座,JC PLACE TOWER 3,龍成花園３座,12/1/2000 0:00,299,19215.000000000000000,1128.400000000000091,20343.400000000001455,20,24,30000,0.9,1,0,0,0,0,816070,827373,屯門區,Tuen Mun,*
9542,16047,592,22.266660000000002,114.250969999999995,半島豪庭 3座,ISLAND RESORT TOWER 8,藍灣半島８座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843902,814201,東區,Eastern,*
9543,12251,653,22.440010000000001,114.020300000000006,縉皇居 2座,GREENERY PLACE TOWER 3,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,0,0,820155,833407,元朗區,Yuen Long,*
9544,10112,623,22.265509999999999,114.251249999999999,龍成花園 3座,ISLAND RESORT TOWER 3,藍灣半島３座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843928,814088,東區,Eastern,*
9545,16344,465,22.266660000000002,114.250180000000000,藍灣半島 8座,ISLAND RESORT TOWER 1,藍灣半島１座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843831,814200,東區,Eastern,*
9546,11434,446,22.436380000000000,114.031149999999997,翠韻華庭 3座,Reach Summit Tower 1,尚悅．嶺 第1座,,0,15910.000000000000000,0,15910.000000000000000,24,0,35500,1.500000000000000,0,0,0,1,1,821267,833005,元朗區,Yuen Long,*
9547,16483,455,22.439940000000000,114.019970000000001,藍灣半島 3座,GREENERY PLACE TOWER 2,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,0,0,820122,833400,元朗區,Yuen Long,*
9548,14900,604,22.282060000000001,114.226439999999997,藍灣半島 1座,TUNG NING HOUSE,東寧閣,1/1/2001 0:00,0,30149.299999999999272,0,30149.299999999999272,41,24,33000,0.5,1,0,0,0,1,841376,815911,東區,Eastern,*
9549,11531,581,22.302460000000000,114.252889999999994,蝶翠峰 1期 8座,OCEAN SHORES TOWER 11,維景灣畔11座,5/1/2003 0:00,1504,96468.399999999994179,5946.100000000000364,102414.500000000000000,52,21,60000,0.8,1,0,0,0,1,844100,818170,西貢區,Sai Kung,*
9550,24943,441,22.460070000000002,113.998480000000001,翠韻華庭 2座,CHUNG YING HOUSE,頌映閣,,0,21270.299999999999272,0,21270.299999999999272,41,0,26000,0.3,1,0,0,0,1,817906,835631,元朗區,Yuen Long,*
9551,11076,650,22.307089999999999,114.262119999999996,東旭苑 東寧閣 (E座),BAUHINIA GARDEN BLOCK 1,寶盈花園第一座,1/1/2001 0:00,3200,179377.000000000000000,5629.699999999999818,185006.700000000011642,41,24,20000,0.2,1,0,0,0,1,845046,818684,西貢區,Sai Kung,*
9552,16046,516,22.439940000000000,114.019970000000001,維景灣畔 1期 3座,GREENERY PLACE TOWER 2,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,0,0,820122,833400,元朗區,Yuen Long,*
9553,5928,506,22.336459999999999,114.201710000000006,天頌苑 頌映閣 (G座),RHYTHM GARDEN BLOCK 10,采頤花園第十座,9/1/2000 0:00,3000,178600.000000000000000,2482.300000000000182,181082.299999999988358,31,24,35000,0.5,1,0,0,0,1,838826,821933,黃大仙區,Wong Tai Sin,*
9554,9322,590,22.300689999999999,114.255060000000000,寶盈花園 1座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9555,10493,446,22.442769999999999,114.032049999999998,翠韻華庭 2座,YAN TING COURT,鳳庭苑,,0,22126.000000000000000,0,22126.000000000000000,27,0,24200,0.3,1,0,0,0,0,821359,833716,元朗區,Yuen Long,*
9556,9863,588,22.300689999999999,114.255060000000000,采頤花園 10座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9557,17063,504,22.336010000000002,114.201870000000000,維景灣畔 1期 2座,RHYTHM GARDEN BLOCK 9,采頤花園第九座,9/1/2000 0:00,3000,178600.000000000000000,2482.300000000000182,181082.299999999988358,30,24,35000,0.6,1,0,0,0,1,838842,821883,黃大仙區,Wong Tai Sin,*
9558,9077,661,22.302460000000000,114.252889999999994,鳳庭苑 華庭閣 (B座),OCEAN SHORES TOWER 11,維景灣畔11座,5/1/2003 0:00,1504,96468.399999999994179,5946.100000000000364,102414.500000000000000,52,21,60000,0.8,1,0,0,0,1,844100,818170,西貢區,Sai Kung,*
9559,15399,513,22.459720000000001,113.998670000000004,維景灣畔 1期 5座,CHUNG HOI HOUSE,頌海閣（Ｆ座）,,0,21480.000000000000000,0,21480.000000000000000,41,0,26000,0.05,1,0,0,0,1,817927,835592,元朗區,Yuen Long,*
9560,9917,484,22.440030000000000,114.020690000000002,采頤花園 9座,GREENERY PLACE,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,0,0,820187,833413,元朗區,Yuen Long,*
9561,14862,693,22.442769999999999,114.032049999999998,維景灣畔 1期 3座,YAN TING COURT,鳳庭苑,,0,22126.000000000000000,0,22126.000000000000000,27,0,24200,0.3,1,0,0,0,0,821359,833716,元朗區,Yuen Long,*
9562,6738,650,22.433769999999999,113.995530000000002,天頌苑 頌海閣 (F座),TIN SAM VILLA,田心居,8/1/2001 0:00,36,2169.199999999999818,74.000000000000000,2243.199999999999818,7,23,31830,0.3,1,0,0,1,0,817599,832722,元朗區,Yuen Long,*
9563,8914,682,22.282499999999999,114.226860000000002,翠韻華庭 4座,TUNG HIU HOUSE,東曉閣,1/1/2001 0:00,0,30200.000000000000000,0,30200.000000000000000,41,24,33000,0.5,1,0,0,0,1,841420,815958,東區,Eastern,*
9564,11346,661,22.351130000000001,114.198769999999996,鳳庭苑 華庭閣 (B座),OI CHEUNG HOUSE,愛祥閣,9/1/2000 0:00,0,27145.200000000000728,0,27145.200000000000728,41,24,23090,1.500000000000000,1,0,0,0,1,838525,823559,黃大仙區,Wong Tai Sin,*
9565,10563,710,22.440030000000000,114.020690000000002,田心居,GREENERY PLACE,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,0,0,820187,833413,元朗區,Yuen Long,*
9566,11538,650,22.327610000000000,114.159030000000001,東旭苑 東曉閣 (C座),OVOLO,沒有名稱,4/1/2001 0:00,63,0,3572.900000000000091,3572.900000000000091,25,23,18000,0.4,1,0,0,0,0,834430,820957,深水埗區,Sham Shui Po,*
9567,8769,650,22.273779999999999,114.174660000000003,慈愛苑 3期 愛祥閣 (M座),BRILLIANT COURT,慧賢軒,12/1/2000 0:00,156,6021.399999999999636,0,6021.399999999999636,28,24,20800,0.4,1,0,0,0,0,836045,814986,灣仔區,Wan Chai,*
9568,11678,441,22.464659999999999,113.998189999999994,翠韻華庭 4座,WING FU HOUSE,榮富閣,3/1/2001 0:00,0,32213.299999999999272,0,32213.299999999999272,41,24,22000,0.05,1,0,0,0,1,817878,836138,元朗區,Yuen Long,*
9569,23157,475,22.282499999999999,114.227350000000001,WEST PARK,TUNG CHI HOUSE,東緻閣,1/1/2001 0:00,0,30228.299999999999272,0,30228.299999999999272,41,24,33000,0.3,1,0,0,0,1,841470,815959,東區,Eastern,*
9570,23456,405,22.460429999999999,113.998270000000005,慧賢軒,CHUNG YUET HOUSE,頌月閣,,0,21480.000000000000000,0,21480.000000000000000,41,0,26000,0.3,1,0,0,0,1,817885,835671,元朗區,Yuen Long,*
9571,6923,650,22.380579999999998,114.205430000000007,天富苑 榮富閣 (F座),YU TING HOUSE,愉庭閣,8/1/2001 0:00,0,289815.000000000000000,2756.699999999999818,292571.700000000011642,41,23,36000,0.8,1,0,0,0,1,839209,826820,沙田區,Sha Tin,*
9572,13353,650,22.302260000000000,114.253559999999993,東旭苑 東緻閣 (B座),OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9573,5928,506,22.407750000000000,114.221429999999998,天頌苑 頌月閣 (H座),KAM MAN HOUSE,錦泰苑Ｌ座,12/1/2000 0:00,3440,336733.000000000000000,0,336733.000000000000000,41,24,44600,1.500000000000000,1,0,0,0,1,840853,829826,沙田區,Sha Tin,*
9574,12615,650,22.372319999999998,114.103009999999998,愉翠苑 愉庭閣 (K座),SERENADE COVE TOWER A,韻濤居Ａ座,11/1/2000 0:00,792,49689.500000000000000,0,49689.500000000000000,37,24,43000,0.9,1,0,0,0,0,828662,825905,荃灣區,Tsuen Wan,*
9575,15116,516,22.308219999999999,114.254199999999997,維景灣畔 1期 1座,CHOI MING COURT CHOI CHUNG HOUSE - PODIUM,彩明苑彩松閣 - 平台,4/1/2001 0:00,0,114425.000000000000000,0,114425.000000000000000,1,23,26140,0.8,0,0,0,0,1,844236,818808,西貢區,Sai Kung,*
9576,8897,517,22.307710000000000,114.255039999999994,錦泰苑 錦文閣 (L座),"CHOI MING COURT CHOI MUI HOUSE, CHOI TO HOUSE - PODIUM","彩明苑彩梅閣, 彩桃閣 - 平台",4/1/2001 0:00,0,114425.000000000000000,0,114425.000000000000000,1,23,26140,0.7,0,0,0,1,1,844314,818793,西貢區,Sai Kung,*
9577,14634,738,22.306709999999999,114.262609999999995,韻濤居 A座,BAUHINIA GARDEN BLOCK 3,寶盈花園第三座,1/1/2001 0:00,3200,179377.000000000000000,5629.699999999999818,185006.700000000011642,41,24,20000,0.3,1,0,0,0,1,845101,818648,西貢區,Sai Kung,*
9578,9486,506,22.307710000000000,114.255039999999994,彩明苑 彩松閣 (C座),"CHOI MING COURT CHOI MUI HOUSE, CHOI TO HOUSE - PODIUM","彩明苑彩梅閣, 彩桃閣 - 平台",4/1/2001 0:00,0,114425.000000000000000,0,114425.000000000000000,1,23,26140,0.7,0,0,0,1,1,844314,818793,西貢區,Sai Kung,*
