OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
5406,7352,544,22.405080000000002,113.966520000000003,兆畦苑 兆富閣 (B座),SIU KWAI COURT BLOCK B SIU FU HOUSE,兆畦苑B座兆富閣,9/1/1990 0:00,812,41401.699999999997090,213.199999999999989,41614.900000000001455,35,34,25000,0.2,1,0,0,0,1,814610,829552,屯門區,Tuen Mun,*
5407,15850,429,22.319330000000001,114.173720000000003,太平閣,PEACE MANSION,太平閣,5/1/1991 0:00,96,4471.699999999999818,475.899999999999977,4947.600000000000364,27,33,28960,0.4,1,0,0,0,0,835954,820037,九龍城區,Kowloon City,*
5408,8731,686,22.366930000000000,113.997919999999993,瑜翠園 6座,PERIDOT COURT BLOCK 6,瑜翠園第６座,3/1/1991 0:00,292,28336.200000000000728,927.899999999999977,29264.099999999998545,18,34,30000,3.500000000000000,1,0,0,0,0,817836,825321,屯門區,Tuen Mun,*
5409,16780,410,22.285750000000000,114.138019999999997,毓明閣 2座,YUK MING TOWERS TOWER 2,毓明閣第二座,6/1/1991 0:00,326,16104.700000000000728,1292.000000000000000,17396.700000000000728,26,33,32000,0.05,1,0,0,0,0,832263,816328,中西區,Central and Western,*
5410,9164,431,22.346450000000001,114.189120000000003,翠竹花園 13座,TSUI CHUK GARDEN BLOCK 13,翠竹花園第１３座,7/1/1991 0:00,434,23098.700000000000728,190.900000000000006,23289.599999999998545,23,33,28830,1.500000000000000,1,0,0,0,1,837529,823039,黃大仙區,Wong Tai Sin,*
5411,13581,483,22.284160000000000,114.141970000000001,海明苑,HOI MING COURT,海明苑,8/1/1991 0:00,45,2537.199999999999818,269.399999999999977,2806.599999999999909,27,33,61000,0.1,1,0,0,1,0,832668,816140,中西區,Central and Western,*
5412,6433,544,22.459660000000000,114.170460000000006,頌雅苑 頌善閣 (B座),CHUNG SIN HOUSE,頌善閣,1/1/1991 0:00,612,43095.000000000000000,140.000000000000000,43235.000000000000000,35,34,23000,2.500000000000000,1,0,0,0,1,835618,835579,大埔區,Tai Po,*
5413,9292,452,22.443230000000000,114.030259999999998,鉅發大廈 1座,KUI FAT BUILDING,鉅發大廈,10/1/1990 0:00,400,21725.900000000001455,9174.899999999999636,30900.799999999999272,28,34,19700,0.1,1,0,0,1,0,821178,833760,元朗區,Yuen Long,*
5414,10660,439,22.452430000000000,114.164940000000001,麗和閣,REVE PLAZA -  PODIUM,麗和閣 - 平台,6/1/1991 0:00,232,11127.299999999999272,1320.900000000000091,12448.200000000000728,1,33,28000,1.500000000000000,1,0,0,1,0,835046,834777,大埔區,Tai Po,*
5415,11029,680,22.393619999999999,114.206879999999998,翠湖花園 2期 E座,GARDEN VISTA - PODIUM,翠湖花園 - 平台,10/1/1990 0:00,480,40273.900000000001455,1214.000000000000000,41487.900000000001455,1,34,60000,0.9,1,0,0,0,0,839351,828221,沙田區,Sha Tin,*
5416,10796,452,22.443230000000000,114.030259999999998,鉅發大廈 1座,KUI FAT BUILDING,鉅發大廈,10/1/1990 0:00,400,21725.900000000001455,9174.899999999999636,30900.799999999999272,28,34,19700,0.1,1,0,0,1,0,821178,833760,元朗區,Yuen Long,*
5417,11022,499,22.503090000000000,114.129800000000003,龍豐花園 A座,LUNG FUNG GARDEN - PODIUM,龍豐花園  - 平台,7/1/1991 0:00,600,27175.799999999999272,7635.399999999999636,34811.199999999997090,3,33,28000,0.3,1,0,1,1,0,831388,840355,北區,North,*
5418,12903,465,22.444060000000000,114.168809999999993,新達廣場 6座,UPTOWN PLAZA - PODIUM,新達廣場 - 平台,4/1/1991 0:00,1200,73371.399999999994179,20611.700000000000728,93983.100000000005821,3,33,39630,0.1,1,0,0,1,1,835427,833808,大埔區,Tai Po,*
5419,9051,685,22.373259999999998,113.991789999999995,香港黃金海岸 4座,HONG KONG GOLD COAST PHASE 1 - TOWER 4,香港黃金海岸第一期Ｔｏｗｅｒ４大廈,10/1/1990 0:00,292,19225.700000000000728,0,19225.700000000000728,26,34,41000,2.500000000000000,1,0,0,0,1,817214,826014,屯門區,Tuen Mun,*
5420,17584,654,22.290320000000001,114.201750000000004,丹拿花園 1座,TANNER GARDEN BLOCK 1,丹拿花園第1座,4/1/1991 0:00,849,61360.699999999997090,2739.900000000000091,64100.599999999998545,27,33,49000,0.05,1,0,0,0,0,838830,816824,東區,Eastern,*
5421,12209,688,22.393619999999999,114.206879999999998,翠湖花園 2期 E座,GARDEN VISTA - PODIUM,翠湖花園 - 平台,10/1/1990 0:00,480,40273.900000000001455,1214.000000000000000,41487.900000000001455,1,34,60000,0.9,1,0,0,0,0,839351,828221,沙田區,Sha Tin,*
5422,14906,483,22.284160000000000,114.141970000000001,海明苑,HOI MING COURT,海明苑,8/1/1991 0:00,45,2537.199999999999818,269.399999999999977,2806.599999999999909,27,33,61000,0.1,1,0,0,1,0,832668,816140,中西區,Central and Western,*
5423,11069,748,22.307759999999998,114.228139999999996,麗港城 1期 1座,LAGUNA CITY BLOCK 1,麗港城第一座,12/1/1990 0:00,2389,15174.200000000000728,0,15174.200000000000728,28,34,60000,0.5,1,0,0,0,1,841552,818755,觀塘區,Kwun Tong,*
5424,10069,576,22.372879999999999,113.991990000000001,香港黃金海岸 5座,HONG KONG GOLD COAST PHASE 1 - TOWER 5,香港黃金海岸第一期Ｔｏｗｅｒ５大廈,10/1/1990 0:00,292,19225.700000000000728,0,19225.700000000000728,26,34,41000,2.500000000000000,1,0,0,0,1,817237,825971,屯門區,Tuen Mun,*
5425,8682,645,22.423380000000002,114.238230000000001,錦英苑 錦良閣 (A座),KAM LEUNG HOUSE,錦英苑Ａ座,6/1/1991 0:00,350,21322.000000000000000,154.000000000000000,21476.000000000000000,36,33,27900,1.500000000000000,1,0,0,0,1,842567,831560,沙田區,Sha Tin,*
5426,9817,438,22.372170000000001,113.968450000000004,邁亞美海灣 1座,MIAMI BEACH TOWERS TOWER 1,邁亞美海灣第一座,6/1/1991 0:00,692,42475.500000000000000,2396.500000000000000,44872.000000000000000,33,33,36000,0.1,1,0,0,0,1,814817,825910,屯門區,Tuen Mun,*
5427,14700,517,22.307590000000001,114.227919999999997,麗港城 2期 26座,LAGUNA CITY BLOCK 2,麗港城第二座,12/1/1990 0:00,0,15174.200000000000728,0,15174.200000000000728,28,34,60000,0.5,1,0,0,0,1,841529,818738,觀塘區,Kwun Tong,*
5428,6944,936,22.361870000000000,114.044340000000005,豪景花園 3期 15座,HONG KONG GARDEN BLOCK 3,豪景花園第３座,6/1/1986 0:00,856,36618.599999999998545,0,36618.599999999998545,19,38,40750,0,1,0,0,0,1,822619,824756,荃灣區,Tsuen Wan,*
5429,11463,410,22.452430000000000,114.164940000000001,麗和閣,REVE PLAZA -  PODIUM,麗和閣 - 平台,6/1/1991 0:00,232,11127.299999999999272,1320.900000000000091,12448.200000000000728,1,33,28000,1.500000000000000,1,0,0,1,0,835046,834777,大埔區,Tai Po,*
5430,10619,452,22.443230000000000,114.030259999999998,鉅發大廈 1座,KUI FAT BUILDING,鉅發大廈,10/1/1990 0:00,400,21725.900000000001455,9174.899999999999636,30900.799999999999272,28,34,19700,0.1,1,0,0,1,0,821178,833760,元朗區,Yuen Long,*
5431,11401,849,22.394410000000001,114.207650000000001,碧濤花園 1期 百利閣 (2座),PICTORIAL GARDEN PHASE 1 - PODIUM,碧濤花園第一期 - 平台,4/1/1991 0:00,694,55549.800000000002910,640.299999999999955,56190.099999999998545,2,33,60000,2.000000000000000,1,0,0,1,1,839423,828329,沙田區,Sha Tin,*
5432,12542,413,22.502050000000001,114.129440000000002,新都廣場 2座,METROPOLIS PLAZA - PODIUM,新都廣場 - 平台,3/1/1991 0:00,592,30707.799999999999272,10444.200000000000728,41152.000000000000000,3,34,28000,0.3,1,0,1,0,0,831347,840314,北區,North,*
5433,14554,797,22.306120000000000,114.191289999999995,黃埔花園 12期 銀竹苑 3座,WHAMPOA GARDEN BAMBOO MANSIONS BLOCK 3,黃埔花園銀竹苑第三座,1/1/1991 0:00,1078,80482.699999999997090,21801.599999999998545,102284.300000000002910,17,34,64160,0.2,1,0,0,0,1,837755,818581,九龍城區,Kowloon City,*
5434,19024,410,22.285750000000000,114.138019999999997,毓明閣 2座,YUK MING TOWERS TOWER 2,毓明閣第二座,6/1/1991 0:00,326,16104.700000000000728,1292.000000000000000,17396.700000000000728,26,33,32000,0.05,1,0,0,0,0,832263,816328,中西區,Central and Western,*
5435,11605,517,22.307759999999998,114.228139999999996,麗港城 1期 5座,LAGUNA CITY BLOCK 1,麗港城第一座,12/1/1990 0:00,2389,15174.200000000000728,0,15174.200000000000728,28,34,60000,0.5,1,0,0,0,1,841552,818755,觀塘區,Kwun Tong,*
5436,12372,687,22.305430000000001,114.228700000000003,麗港城 2期 30座,LAGUNA CITY BLOCK 33,麗港城第三十三座,2/1/1992 0:00,1504,106963.000000000000000,5984.500000000000000,112947.500000000000000,28,33,63740,0.5,1,0,0,0,1,841609,818498,觀塘區,Kwun Tong,*
5437,11051,742,22.393879999999999,114.207120000000003,翠湖花園 2期 D座,GARDEN VISTA - PODIUM,翠湖花園 - 平台,10/1/1990 0:00,480,40273.900000000001455,1214.000000000000000,41487.900000000001455,1,34,60000,0.9,1,0,0,0,0,839351,828221,沙田區,Sha Tin,*
5438,10683,468,22.489970000000000,114.142560000000003,粉嶺中心 1期 A座,FANLING CENTRE - PODIUM,粉嶺中心 - 平台,12/1/1990 0:00,1400,71925.000000000000000,3877.000000000000000,75802.000000000000000,3,34,31000,0.6,1,0,0,1,1,832658,839010,北區,North,*
5439,11148,662,22.394659999999998,114.207880000000003,碧濤花園 1期 金蘭閣 (3座),PICTORIAL GARDEN PHASE 1 - PODIUM,碧濤花園第一期 - 平台,4/1/1991 0:00,694,55549.800000000002910,640.299999999999955,56190.099999999998545,2,33,60000,2.000000000000000,1,0,0,1,1,839423,828329,沙田區,Sha Tin,*
5440,15435,517,22.307759999999998,114.228139999999996,麗港城 1期 3座,LAGUNA CITY BLOCK 1,麗港城第一座,12/1/1990 0:00,2389,15174.200000000000728,0,15174.200000000000728,28,34,60000,0.5,1,0,0,0,1,841552,818755,觀塘區,Kwun Tong,*
5441,10574,662,22.394659999999998,114.207880000000003,碧濤花園 1期 金蘭閣 (3座),PICTORIAL GARDEN PHASE 1 - PODIUM,碧濤花園第一期 - 平台,4/1/1991 0:00,694,55549.800000000002910,640.299999999999955,56190.099999999998545,2,33,60000,2.000000000000000,1,0,0,1,1,839423,828329,沙田區,Sha Tin,*
5442,14236,583,22.380350000000000,114.187269999999998,新城市廣場 3期 紅棉閣 (5座),NEW TOWN PLAZA - PODIUM,新城市廣場 - 平台,7/1/1991 0:00,792,66519.100000000005821,39448.699999999997090,105967.800000000002910,3,33,44000,0.8,1,0,0,0,0,837338,826794,沙田區,Sha Tin,*
5443,6982,401,22.423030000000001,114.237449999999995,錦英苑 錦強閣 (C座),KAM KEUNG HOUSE,錦英苑Ｃ座,4/1/1991 0:00,350,21322.000000000000000,24.000000000000000,21346.000000000000000,36,33,27900,1.500000000000000,1,0,0,0,1,842504,831521,沙田區,Sha Tin,*
5444,10855,818,22.385490000000001,113.981880000000004,冠峰園 5座,ALPINE GARDEN BLOCK 5,冠峰園５座,3/1/1991 0:00,0,36267.199999999997090,0,36267.199999999997090,16,34,32210,1.000000000000000,1,0,0,0,0,816188,827374,屯門區,Tuen Mun,*
5445,6020,598,22.407699999999998,113.969790000000003,兆軒苑 逸生閣 (B座),YAT SANG HOUSE,逸生閣,7/1/1991 0:00,612,42925.099999999998545,221.699999999999989,43146.800000000002910,35,33,21990,0.1,1,0,0,0,1,814941,829835,屯門區,Tuen Mun,*
5446,8837,645,22.423030000000001,114.237449999999995,錦英苑 錦強閣 (C座),KAM KEUNG HOUSE,錦英苑Ｃ座,4/1/1991 0:00,350,21322.000000000000000,24.000000000000000,21346.000000000000000,36,33,27900,1.500000000000000,1,0,0,0,1,842504,831521,沙田區,Sha Tin,*
5447,9029,443,22.460280000000001,114.170829999999995,頌雅苑 頌美閣 (C座),CHUNG MAY HOUSE,頌美閣,1/1/1991 0:00,612,43597.000000000000000,0,43597.000000000000000,35,34,23000,2.500000000000000,1,0,0,0,1,835638,835640,大埔區,Tai Po,*
5448,7371,936,22.361870000000000,114.044340000000005,豪景花園 3期 15座,HONG KONG GARDEN BLOCK 3,豪景花園第３座,6/1/1986 0:00,856,36618.599999999998545,0,36618.599999999998545,19,38,40750,0,1,0,0,0,1,822619,824756,荃灣區,Tsuen Wan,*
5449,14906,483,22.284160000000000,114.141970000000001,海明苑,HOI MING COURT,海明苑,8/1/1991 0:00,45,2537.199999999999818,269.399999999999977,2806.599999999999909,27,33,61000,0.1,1,0,0,1,0,832668,816140,中西區,Central and Western,*
5450,10917,687,22.307759999999998,114.228139999999996,麗港城 1期 2座,LAGUNA CITY BLOCK 1,麗港城第一座,12/1/1990 0:00,2389,15174.200000000000728,0,15174.200000000000728,28,34,60000,0.5,1,0,0,0,1,841552,818755,觀塘區,Kwun Tong,*
5451,8630,438,22.371960000000001,113.969250000000002,邁亞美海灣 3座,MIAMI BEACH TOWERS TOWER 3,邁亞美海灣第三座,6/1/1991 0:00,692,42475.500000000000000,2396.500000000000000,44872.000000000000000,33,33,36000,0.4,1,0,0,0,1,814884,825879,屯門區,Tuen Mun,*
5452,12377,614,22.306719999999999,114.234520000000003,匯景花園 7座,SCENEWAY GARDEN BLOCK 7,匯景花園第七座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,40,33,56500,0.3,1,0,0,0,1,842208,818642,觀塘區,Kwun Tong,*
5453,11013,454,22.501130000000000,114.131320000000002,上水名都 羅馬閣 (4座),SHEUNG SHUI TOWN CENTER - PODIUM,上水名都 - 平台,8/1/1992 0:00,780,34888.000000000000000,31012.000000000000000,65900.000000000000000,3,32,26000,0.5,1,0,0,1,0,831580,840169,北區,North,*
5454,8014,549,22.452829999999999,113.999970000000005,嘉湖山莊 1期 樂湖居 12座,KINGSWOOD VILLAS-LOCWOOD COURT,嘉湖山莊樂湖居,8/1/1992 0:00,1736,117439.000000000000000,7914.000000000000000,125353.000000000000000,34,32,28940,0.3,1,0,0,0,1,818058,834832,元朗區,Yuen Long,*
5455,11322,537,22.308060000000001,114.233350000000002,匯景花園 2座,SCENEWAY GARDEN BLOCK 2,滙景花園第二座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,40,33,56500,0.05,1,0,0,0,1,842088,818789,觀塘區,Kwun Tong,*
5456,10000,510,22.490890000000000,114.141499999999994,粉嶺中心 2期 J座,FANLING CENTRE - PODIUM,粉嶺中心 - 平台,12/1/1990 0:00,1400,71925.000000000000000,3877.000000000000000,75802.000000000000000,3,34,31000,0.7,1,0,0,0,1,832583,839080,北區,North,*
5457,7816,545,22.294499999999999,114.021789999999996,愉景灣 4期蘅峰蘅安徑 曦欣閣,TWILIGHT COURT,曦欣閣,4/1/1992 0:00,0,26343.599999999998545,0,26343.599999999998545,18,32,57000,5.000000000000000,1,0,0,0,1,820289,817298,離島區,Islands,*
5458,10141,493,22.348939999999999,114.126589999999993,賢麗苑 賢德閣 (B座),YIN TAK HOUSE,賢德閣,11/1/1991 0:00,280,15652.000000000000000,0,15652.000000000000000,39,33,15000,0.05,1,0,0,0,0,831088,823307,葵青區,Kwai Tsing,*
5459,12341,598,22.244750000000000,114.147350000000003,海怡半島 1 期 海雅閣 (3座),SOUTH HORIZONS PHASE I TOWER 3 HOI NGAR COURT,海怡半島一期 第3座 海雅閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,39,33,70000,0.3,1,0,0,0,1,833224,811781,南區,Southern,*
5460,13689,729,22.244740000000000,114.146929999999998,海怡半島 1 期 海韻閣 (4座),SOUTH HORIZONS PHASE I TOWER 4 HOI WAN COURT,海怡半島一期 第4座 海韻閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,39,33,70000,0.3,1,0,0,0,1,833189,811779,南區,Southern,*
5461,11184,608,22.244750000000000,114.147350000000003,海怡半島 1 期 海雅閣 (3座),SOUTH HORIZONS PHASE I TOWER 3 HOI NGAR COURT,海怡半島一期 第3座 海雅閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,39,33,70000,0.3,1,0,0,0,1,833224,811781,南區,Southern,*
5462,12439,537,22.307839999999999,114.232910000000004,匯景花園 1座,SCENEWAY GARDEN BLOCK 1,匯景花園第一座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,36,33,56500,0.05,1,0,0,0,1,842044,818765,觀塘區,Kwun Tong,*
5463,12208,729,22.244720000000001,114.146559999999994,海怡半島 1 期 海寧閣 (5座),SOUTH HORIZONS PHASE I TOWER 5 HOI NING COURT,海怡半島一期 第5座 海寧閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,39,33,70000,0.3,1,0,0,0,1,833147,811776,南區,Southern,*
5464,11545,537,22.307259999999999,114.234039999999993,匯景花園 5座,SCENEWAY GARDEN BLOCK 5,匯景花園第五座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,40,33,56500,0.05,1,0,0,0,1,842160,818701,觀塘區,Kwun Tong,*
5465,12718,629,22.245059999999999,114.147880000000001,海怡半島 1期 海昇閣 (1座),SOUTH HORIZONS PHASE I TOWER 1 HOI SING COURT,海怡半島一期 第1座 海昇閣,11/1/1991 0:00,1472,102637.000000000000000,1377.500000000000000,104014.500000000000000,44,33,70000,0.3,1,0,0,0,1,833279,811817,南區,Southern,*
5466,10701,570,22.424790000000002,114.233289999999997,富輝花園 1座,FU FAI GARDEN - PODIUM,富輝花園 - 平台,11/1/1991 0:00,520,29630.000000000000000,3522.000000000000000,33152.000000000000000,2,33,30850,0.3,1,0,0,1,0,842079,831714,沙田區,Sha Tin,*
5467,10727,550,22.356900000000000,114.104200000000006,偉景花園 3座,BROADVIEW GARDEN BLOCK 3,偉景花園第３座,12/1/1991 0:00,1776,104458.600000000005821,1752.700000000000045,106211.300000000002910,34,33,31470,4.000000000000000,1,0,0,0,1,828778,824204,葵青區,Kwai Tsing,*
5468,8478,401,22.422350000000002,114.236230000000006,錦英苑 錦順閣 (F座),KAM SHUN HOUSE,錦順閣,10/1/1991 0:00,350,21322.000000000000000,214.000000000000000,21536.000000000000000,36,33,27900,1.500000000000000,1,0,0,0,1,842380,831445,沙田區,Sha Tin,*
5469,10654,779,22.441140000000001,114.028940000000006,富達廣場 C座,MANHATTAN PLAZA,富達廣場,10/1/1991 0:00,0,28184.000000000000000,6401.800000000000182,34585.800000000002910,32,33,24490,0.4,1,0,0,0,0,821039,833533,元朗區,Yuen Long,*
5470,8166,551,22.451200000000000,113.999740000000003,嘉湖山莊 1期 樂湖居 6座,KINGSWOOD VILLAS-LOCWOOD COURT,嘉湖山莊樂湖居,12/1/1991 0:00,1736,110715.000000000000000,3718.500000000000000,114433.500000000000000,30,33,28940,0.4,1,0,0,0,1,818037,834649,元朗區,Yuen Long,*
5471,10440,431,22.354070000000000,114.108230000000006,海悅花園 3座,SERENE GARDEN BLOCK 3,海悅花園３座,12/1/1991 0:00,840,48935.199999999997090,0,48935.199999999997090,24,33,27200,3.000000000000000,1,0,0,0,0,829197,823875,葵青區,Kwai Tsing,*
5472,9512,636,22.441140000000001,114.028940000000006,富達廣場 C座,MANHATTAN PLAZA,富達廣場,10/1/1991 0:00,0,28184.000000000000000,6401.800000000000182,34585.800000000002910,32,33,24490,0.4,1,0,0,0,0,821039,833533,元朗區,Yuen Long,*
5473,8657,633,22.451920000000001,113.998970000000000,嘉湖山莊 1期 樂湖居 8座,KINGSWOOD VILLAS-LOCWOOD COURT,嘉湖山莊樂湖居,8/1/1992 0:00,1736,117439.000000000000000,7914.000000000000000,125353.000000000000000,29,32,28940,0.5,1,0,0,0,1,817955,834730,元朗區,Yuen Long,*
5474,8363,550,22.356050000000000,114.104460000000003,偉景花園 1座,BROADVIEW GARDEN BLOCK 1,偉景花園第１座,12/1/1991 0:00,1776,104458.600000000005821,1752.700000000000045,106211.300000000002910,34,33,31470,4.000000000000000,1,0,0,0,1,828812,824094,葵青區,Kwai Tsing,*
5475,12888,720,22.307340000000000,114.232320000000001,匯景花園 15座,SCENEWAY GARDEN BLOCK 15,匯景花園第十五座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.05,1,0,0,0,1,841983,818708,觀塘區,Kwun Tong,*
5476,8705,448,22.453489999999999,114.000190000000003,嘉湖山莊 1期 樂湖居 14座,KINGSWOOD VILLAS-LOCWOOD COURT,嘉湖山莊樂湖居,8/1/1992 0:00,1736,117439.000000000000000,7914.000000000000000,125353.000000000000000,37,32,28940,0.05,1,0,0,0,1,818082,834903,元朗區,Yuen Long,*
5477,10727,550,22.356900000000000,114.104200000000006,偉景花園 3座,BROADVIEW GARDEN BLOCK 3,偉景花園第３座,12/1/1991 0:00,1776,104458.600000000005821,1752.700000000000045,106211.300000000002910,34,33,31470,4.000000000000000,1,0,0,0,1,828778,824204,葵青區,Kwai Tsing,*
5478,11438,445,22.454370000000001,114.160449999999997,太湖花園 1期 1座,SERENITY PARK I BLOCK 1,太湖花園第一期第一座,3/1/1992 0:00,1984,94137.000000000000000,797.899999999999977,94934.899999999994179,22,33,38000,2.000000000000000,1,0,0,0,1,834586,834992,大埔區,Tai Po,*
5479,10831,517,22.305000000000000,114.228489999999994,麗港城 3期 38座,LAGUNA CITY BLOCK 34,麗港城第三十四座,2/1/1992 0:00,1504,106963.000000000000000,5984.500000000000000,112947.500000000000000,27,33,63740,0.5,1,0,0,0,1,841588,818451,觀塘區,Kwun Tong,*
5480,8797,449,22.452200000000001,113.999549999999999,嘉湖山莊 1期 樂湖居 10座,KINGSWOOD VILLAS-LOCWOOD COURT,嘉湖山莊樂湖居,8/1/1992 0:00,1736,117439.000000000000000,7914.000000000000000,125353.000000000000000,30,32,28940,0.4,1,0,0,0,1,818015,834762,元朗區,Yuen Long,*
5481,11466,484,22.353590000000001,114.107550000000003,海悅花園 1座,SERENE GARDEN BLOCK 1,海悅花園１座,12/1/1991 0:00,840,48935.199999999997090,0,48935.199999999997090,33,33,27200,3.000000000000000,1,0,0,0,0,829131,823832,葵青區,Kwai Tsing,*
5482,8916,489,22.371980000000001,113.969989999999996,邁亞美海灣 5座,MIAMI BEACH TOWERS TOWER 5,邁亞美海灣第五座,11/1/1991 0:00,580,40061.500000000000000,3009.599999999999909,43071.099999999998545,33,33,36000,0.4,1,0,0,0,1,814969,825881,屯門區,Tuen Mun,*
5483,8122,554,22.422689999999999,114.236590000000007,錦英苑 錦達閣 (E座),KAM DAT HOUSE,錦達閣,10/1/1991 0:00,350,21322.000000000000000,24.000000000000000,21346.000000000000000,36,33,27900,1.500000000000000,1,0,0,0,1,842419,831485,沙田區,Sha Tin,*
5484,15547,566,22.332989999999999,114.174440000000004,又一居 2座,PARC OASIS TOWER 7,又一居第７座,10/1/1992 0:00,0,62732.599999999998545,0,62732.599999999998545,12,32,69160,0.5,1,0,0,0,1,836015,821548,深水埗區,Sham Shui Po,*
5485,12745,612,22.307320000000001,114.231740000000002,匯景花園 17座,SCENEWAY GARDEN BLOCK 17,匯景花園第十七座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.05,1,0,0,0,1,841922,818707,觀塘區,Kwun Tong,*
5486,9359,593,22.424969999999998,114.228769999999997,福安花園 1座,FOK ON GARDEN - PODIUM,福安花園 - 平台,5/1/1992 0:00,600,34820.000000000000000,3629.000000000000000,38449.000000000000000,2,32,54160,0.4,1,0,0,1,0,841612,831734,沙田區,Sha Tin,*
5487,12611,720,22.305830000000000,114.233639999999994,匯景花園 9座,SCENEWAY GARDEN BLOCK 9,滙景花園第九座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.3,1,0,0,0,1,842118,818542,觀塘區,Kwun Tong,*
5488,8928,504,22.349219999999999,114.126639999999995,賢麗苑 賢光閣 (A座),YIN KWONG HOUSE,賢光閣,11/1/1991 0:00,280,15652.000000000000000,41.399999999999999,15693.399999999999636,39,33,15000,0.05,1,0,0,1,0,831092,823340,葵青區,Kwai Tsing,*
5489,11880,537,22.308060000000001,114.233350000000002,匯景花園 2座,SCENEWAY GARDEN BLOCK 2,滙景花園第二座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,40,33,56500,0.05,1,0,0,0,1,842088,818789,觀塘區,Kwun Tong,*
5490,11353,687,22.305000000000000,114.228489999999994,麗港城 3期 38座,LAGUNA CITY BLOCK 34,麗港城第三十四座,2/1/1992 0:00,1504,106963.000000000000000,5984.500000000000000,112947.500000000000000,27,33,63740,0.5,1,0,0,0,1,841588,818451,觀塘區,Kwun Tong,*
5491,10427,748,22.305000000000000,114.228489999999994,麗港城 3期 38座,LAGUNA CITY BLOCK 34,麗港城第三十四座,2/1/1992 0:00,1504,106963.000000000000000,5984.500000000000000,112947.500000000000000,27,33,63740,0.5,1,0,0,0,1,841588,818451,觀塘區,Kwun Tong,*
5492,12361,720,22.306080000000001,114.233419999999995,匯景花園 10座,SCENEWAY GARDEN BLOCK 10,匯景花園第十座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.2,1,0,0,0,1,842095,818571,觀塘區,Kwun Tong,*
5493,12055,720,22.307320000000001,114.231740000000002,匯景花園 17座,SCENEWAY GARDEN BLOCK 17,匯景花園第十七座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,33,33,65660,0.05,1,0,0,0,1,841922,818707,觀塘區,Kwun Tong,*
5494,12254,612,22.306360000000002,114.234189999999998,匯景花園 8座,SCENEWAY GARDEN BLOCK 8,滙景花園第八座,12/1/1991 0:00,2016,264558.000000000000000,40116.699999999997090,304674.700000000011642,36,33,56500,0.3,1,0,0,0,1,842174,818604,觀塘區,Kwun Tong,*
5495,9704,474,22.372679999999999,113.970799999999997,慧豐園 1座,MARINA GARDEN BLOCK 1,慧豐園１座,11/1/1991 0:00,1000,62999.099999999998545,3239.199999999999818,66238.300000000002910,33,33,36000,0.5,1,0,0,1,0,815044,825954,屯門區,Tuen Mun,*
5496,15537,502,22.268820000000002,114.183769999999996,鵬麗閣,PANNY COURT,鵬麗閣,8/1/1992 0:00,72,4125.199999999999818,0,4125.199999999999818,30,32,34160,1.500000000000000,1,0,0,1,0,836982,814442,灣仔區,Wan Chai,*
5497,10030,646,22.371590000000001,113.971059999999994,慧豐園 4座,MARINA GARDEN BLOCK 4,慧豐園４座,11/1/1991 0:00,1000,62999.099999999998545,3239.199999999999818,66238.300000000002910,33,33,36000,0.5,1,0,0,0,0,815071,825835,屯門區,Tuen Mun,*
5498,22900,524,22.267560000000000,114.185710000000000,名仕花園,MALIBU GARDEN,名仕花園,11/1/1991 0:00,150,8936.100000000000364,0,8936.100000000000364,34,33,51000,2.000000000000000,1,0,0,1,0,837183,814309,灣仔區,Wan Chai,*
5499,8635,469,22.349219999999999,114.126639999999995,賢麗苑 賢光閣 (A座),YIN KWONG HOUSE,賢光閣,11/1/1991 0:00,280,15652.000000000000000,41.399999999999999,15693.399999999999636,39,33,15000,0.05,1,0,0,1,0,831092,823340,葵青區,Kwai Tsing,*
